 Node ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,47.209690,47.209850,47.209850,47.209850,47.209850,47.209850,47.209850,47.209850,47.209850,47.209850,47.209850,
2,47.216320,47.216490,47.216490,47.216490,47.216490,47.216490,47.216490,47.216490,47.216490,47.216490,47.216490,
3,47.227770,47.227940,47.227940,47.227940,47.227940,47.227940,47.227940,47.227940,47.227940,47.227940,47.227940,
4,47.206400,47.206560,47.206560,47.206560,47.206560,47.206560,47.206560,47.206560,47.206560,47.206560,47.206560,
5,47.163240,47.163410,47.163410,47.163410,47.163410,47.163410,47.163410,47.163410,47.163410,47.163410,47.163410,
6,47.094700,47.094860,47.094860,47.094860,47.094860,47.094860,47.094860,47.094860,47.094860,47.094860,47.094860,
7,47.078240,47.078410,47.078410,47.078410,47.078410,47.078410,47.078410,47.078410,47.078410,47.078410,47.078410,
8,47.087470,47.087640,47.087640,47.087640,47.087640,47.087640,47.087640,47.087640,47.087640,47.087640,47.087640,
9,47.075660,47.075830,47.075830,47.075830,47.075830,47.075830,47.075830,47.075830,47.075830,47.075830,47.075830,
10,47.074180,47.074340,47.074340,47.074340,47.074340,47.074340,47.074340,47.074340,47.074340,47.074340,47.074340,
11,47.069000,47.069170,47.069170,47.069170,47.069170,47.069170,47.069170,47.069170,47.069170,47.069170,47.069170,
12,47.067660,47.067830,47.067830,47.067830,47.067830,47.067830,47.067830,47.067830,47.067830,47.067830,47.067830,
13,50.207200,50.207380,50.207380,50.207380,50.207380,50.207380,50.207380,50.207380,50.207380,50.207380,50.207380,
14,47.065220,47.065380,47.065380,47.065380,47.065380,47.065380,47.065380,47.065380,47.065380,47.065380,47.065380,
15,47.063240,47.063410,47.063410,47.063410,47.063410,47.063410,47.063410,47.063410,47.063410,47.063410,47.063410,
16,47.051750,47.051910,47.051910,47.051910,47.051910,47.051910,47.051910,47.051910,47.051910,47.051910,47.051910,
17,47.052000,47.052170,47.052170,47.052170,47.052170,47.052170,47.052170,47.052170,47.052170,47.052170,47.052170,
