 Node ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,47.222560,47.222740,47.222740,47.222740,47.222740,47.222740,47.222740,47.222740,47.222740,47.222740,47.222740,
2,47.229170,47.229340,47.229340,47.229340,47.229340,47.229340,47.229340,47.229340,47.229340,47.229340,47.229340,
3,47.240570,47.240750,47.240750,47.240750,47.240750,47.240750,47.240750,47.240750,47.240750,47.240750,47.240750,
4,47.219300,47.219470,47.219470,47.219470,47.219470,47.219470,47.219470,47.219470,47.219470,47.219470,47.219470,
5,47.176040,47.176210,47.176210,47.176210,47.176210,47.176210,47.176210,47.176210,47.176210,47.176210,47.176210,
6,47.107270,47.107450,47.107450,47.107450,47.107450,47.107450,47.107450,47.107450,47.107450,47.107450,47.107450,
7,47.090790,47.090960,47.090960,47.090960,47.090960,47.090960,47.090960,47.090960,47.090960,47.090960,47.090960,
8,47.100010,47.100190,47.100190,47.100190,47.100190,47.100190,47.100190,47.100190,47.100190,47.100190,47.100190,
9,47.088180,47.088350,47.088350,47.088350,47.088350,47.088350,47.088350,47.088350,47.088350,47.088350,47.088350,
10,47.086700,47.086870,47.086870,47.086870,47.086870,47.086870,47.086870,47.086870,47.086870,47.086870,47.086870,
11,47.081500,47.081680,47.081680,47.081680,47.081680,47.081680,47.081680,47.081680,47.081680,47.081680,47.081680,
12,47.080170,47.080340,47.080340,47.080340,47.080340,47.080340,47.080340,47.080340,47.080340,47.080340,47.080340,
13,50.197750,50.197940,50.197940,50.197940,50.197940,50.197940,50.197940,50.197940,50.197940,50.197940,50.197940,
14,47.077710,47.077890,47.077890,47.077890,47.077890,47.077890,47.077890,47.077890,47.077890,47.077890,47.077890,
15,47.075740,47.075920,47.075920,47.075920,47.075920,47.075920,47.075920,47.075920,47.075920,47.075920,47.075920,
16,47.064240,47.064420,47.064420,47.064420,47.064420,47.064420,47.064420,47.064420,47.064420,47.064420,47.064420,
17,47.064500,47.064670,47.064670,47.064670,47.064670,47.064670,47.064670,47.064670,47.064670,47.064670,47.064670,
18,47.073650,47.073820,47.073820,47.073820,47.073820,47.073820,47.073820,47.073820,47.073820,47.073820,47.073820,
19,47.077820,47.078000,47.078000,47.078000,47.078000,47.078000,47.078000,47.078000,47.078000,47.078000,47.078000,
20,47.086480,47.086660,47.086660,47.086660,47.086660,47.086660,47.086660,47.086660,47.086660,47.086660,47.086660,
21,47.087060,47.087230,47.087230,47.087230,47.087230,47.087230,47.087230,47.087230,47.087230,47.087230,47.087230,
22,47.089710,47.089880,47.089880,47.089880,47.089880,47.089880,47.089880,47.089880,47.089880,47.089880,47.089880,
23,47.104400,47.104570,47.104570,47.104570,47.104570,47.104570,47.104570,47.104570,47.104570,47.104570,47.104570,
24,47.114910,47.115080,47.115080,47.115080,47.115080,47.115080,47.115080,47.115080,47.115080,47.115080,47.115080,
25,47.154400,47.154580,47.154580,47.154580,47.154580,47.154580,47.154580,47.154580,47.154580,47.154580,47.154580,
