 Node ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,47.209040,47.209210,47.209210,47.209210,47.209210,47.209210,47.209210,47.209210,47.209210,47.209210,47.209210,
2,47.215270,47.215450,47.215450,47.215450,47.215450,47.215450,47.215450,47.215450,47.215450,47.215450,47.215450,
3,47.227150,47.227330,47.227330,47.227330,47.227330,47.227330,47.227330,47.227330,47.227330,47.227330,47.227330,
4,47.206030,47.206200,47.206200,47.206200,47.206200,47.206200,47.206200,47.206200,47.206200,47.206200,47.206200,
5,47.162990,47.163170,47.163170,47.163170,47.163170,47.163170,47.163170,47.163170,47.163170,47.163170,47.163170,
6,47.094690,47.094860,47.094860,47.094860,47.094860,47.094860,47.094860,47.094860,47.094860,47.094860,47.094860,
7,47.078250,47.078420,47.078420,47.078420,47.078420,47.078420,47.078420,47.078420,47.078420,47.078420,47.078420,
8,47.087480,47.087650,47.087650,47.087650,47.087650,47.087650,47.087650,47.087650,47.087650,47.087650,47.087650,
9,47.075670,47.075850,47.075850,47.075850,47.075850,47.075850,47.075850,47.075850,47.075850,47.075850,47.075850,
10,47.074190,47.074360,47.074360,47.074360,47.074360,47.074360,47.074360,47.074360,47.074360,47.074360,47.074360,
11,47.069020,47.069190,47.069190,47.069190,47.069190,47.069190,47.069190,47.069190,47.069190,47.069190,47.069190,
12,47.067680,47.067850,47.067850,47.067850,47.067850,47.067850,47.067850,47.067850,47.067850,47.067850,47.067850,
13,50.207200,50.207390,50.207390,50.207390,50.207390,50.207390,50.207390,50.207390,50.207390,50.207390,50.207390,
14,47.065240,47.065410,47.065410,47.065410,47.065410,47.065410,47.065410,47.065410,47.065410,47.065410,47.065410,
15,47.063260,47.063430,47.063430,47.063430,47.063430,47.063430,47.063430,47.063430,47.063430,47.063430,47.063430,
16,47.051770,47.051940,47.051940,47.051940,47.051940,47.051940,47.051940,47.051940,47.051940,47.051940,47.051940,
17,47.052020,47.052190,47.052190,47.052190,47.052190,47.052190,47.052190,47.052190,47.052190,47.052190,47.052190,
18,47.061170,47.061340,47.061340,47.061340,47.061340,47.061340,47.061340,47.061340,47.061340,47.061340,47.061340,
19,47.065350,47.065520,47.065520,47.065520,47.065520,47.065520,47.065520,47.065520,47.065520,47.065520,47.065520,
20,47.074030,47.074200,47.074200,47.074200,47.074200,47.074200,47.074200,47.074200,47.074200,47.074200,47.074200,
21,47.074590,47.074760,47.074760,47.074760,47.074760,47.074760,47.074760,47.074760,47.074760,47.074760,47.074760,
22,47.077230,47.077400,47.077400,47.077400,47.077400,47.077400,47.077400,47.077400,47.077400,47.077400,47.077400,
23,47.091900,47.092070,47.092070,47.092070,47.092070,47.092070,47.092070,47.092070,47.092070,47.092070,47.092070,
24,47.102370,47.102540,47.102540,47.102540,47.102540,47.102540,47.102540,47.102540,47.102540,47.102540,47.102540,
25,47.141740,47.141910,47.141910,47.141910,47.141910,47.141910,47.141910,47.141910,47.141910,47.141910,47.141910,
26,47.217620,47.217800,47.217800,47.217800,47.217800,47.217800,47.217800,47.217800,47.217800,47.217800,47.217800,
27,47.307490,47.307660,47.307660,47.307660,47.307660,47.307660,47.307660,47.307660,47.307660,47.307660,47.307660,
28,47.600680,47.600850,47.600850,47.600850,47.600850,47.600850,47.600850,47.600850,47.600850,47.600850,47.600850,
29,48.018570,48.018740,48.018740,48.018740,48.018740,48.018740,48.018740,48.018740,48.018740,48.018740,48.018740,
30,48.222240,48.222420,48.222420,48.222420,48.222420,48.222420,48.222420,48.222420,48.222420,48.222420,48.222420,
31,47.955840,47.956010,47.956010,47.956010,47.956010,47.956010,47.956010,47.956010,47.956010,47.956010,47.956010,
32,47.387730,47.387900,47.387900,47.387900,47.387900,47.387900,47.387900,47.387900,47.387900,47.387900,47.387900,
33,47.238440,47.238610,47.238610,47.238610,47.238610,47.238610,47.238610,47.238610,47.238610,47.238610,47.238610,
34,47.412500,47.412670,47.412670,47.412670,47.412670,47.412670,47.412670,47.412670,47.412670,47.412670,47.412670,
35,47.180190,47.180370,47.180370,47.180370,47.180370,47.180370,47.180370,47.180370,47.180370,47.180370,47.180370,
36,47.134610,47.134790,47.134790,47.134790,47.134790,47.134790,47.134790,47.134790,47.134790,47.134790,47.134790,
37,47.103800,47.103970,47.103970,47.103970,47.103970,47.103970,47.103970,47.103970,47.103970,47.103970,47.103970,
38,47.087800,47.087970,47.087970,47.087970,47.087970,47.087970,47.087970,47.087970,47.087970,47.087970,47.087970,
39,47.084300,47.084470,47.084470,47.084470,47.084470,47.084470,47.084470,47.084470,47.084470,47.084470,47.084470,
40,47.089780,47.089940,47.089940,47.089940,47.089940,47.089940,47.089940,47.089940,47.089940,47.089940,47.089940,
41,47.096510,47.096680,47.096680,47.096680,47.096680,47.096680,47.096680,47.096680,47.096680,47.096680,47.096680,
42,47.112360,47.112530,47.112530,47.112530,47.112530,47.112530,47.112530,47.112530,47.112530,47.112530,47.112530,
43,47.169190,47.169360,47.169360,47.169360,47.169360,47.169360,47.169360,47.169360,47.169360,47.169360,47.169360,
44,47.520030,47.520210,47.520210,47.520210,47.520210,47.520210,47.520210,47.520210,47.520210,47.520210,47.520210,
45,47.895580,47.895760,47.895760,47.895760,47.895760,47.895760,47.895760,47.895760,47.895760,47.895760,47.895760,
46,48.239190,48.239360,48.239360,48.239360,48.239360,48.239360,48.239360,48.239360,48.239360,48.239360,48.239360,
47,48.076160,48.076330,48.076330,48.076330,48.076330,48.076330,48.076330,48.076330,48.076330,48.076330,48.076330,
48,48.075820,48.075990,48.075990,48.075990,48.075990,48.075990,48.075990,48.075990,48.075990,48.075990,48.075990,
49,47.128120,47.128300,47.128300,47.128300,47.128300,47.128300,47.128300,47.128300,47.128300,47.128300,47.128300,
50,47.099700,47.099880,47.099880,47.099880,47.099880,47.099880,47.099880,47.099880,47.099880,47.099880,47.099880,
51,47.090690,47.090850,47.090850,47.090850,47.090850,47.090850,47.090850,47.090850,47.090850,47.090850,47.090850,
52,49.467050,49.467220,49.467220,49.467220,49.467220,49.467220,49.467220,49.467220,49.467220,49.467220,49.467220,
53,55.137110,55.137280,55.137280,55.137280,55.137280,55.137280,55.137280,55.137280,55.137280,55.137280,55.137280,
54,49.464390,49.464560,49.464560,49.464560,49.464560,49.464560,49.464560,49.464560,49.464560,49.464560,49.464560,
55,49.459350,49.459530,49.459530,49.459530,49.459530,49.459530,49.459530,49.459530,49.459530,49.459530,49.459530,
56,49.455530,49.455710,49.455710,49.455710,49.455710,49.455710,49.455710,49.455710,49.455710,49.455710,49.455710,
57,49.454700,49.454870,49.454870,49.454870,49.454870,49.454870,49.454870,49.454870,49.454870,49.454870,49.454870,
58,49.437530,49.437710,49.437710,49.437710,49.437710,49.437710,49.437710,49.437710,49.437710,49.437710,49.437710,
59,50.073970,50.074150,50.074150,50.074150,50.074150,50.074150,50.074150,50.074150,50.074150,50.074150,50.074150,
60,49.048080,49.048250,49.048250,49.048250,49.048250,49.048250,49.048250,49.048250,49.048250,49.048250,49.048250,
61,55.136900,55.137070,55.137070,55.137070,55.137070,55.137070,55.137070,55.137070,55.137070,55.137070,55.137070,
62,55.137280,55.137450,55.137450,55.137450,55.137450,55.137450,55.137450,55.137450,55.137450,55.137450,55.137450,
63,55.137840,55.138020,55.138020,55.138020,55.138020,55.138020,55.138020,55.138020,55.138020,55.138020,55.138020,
64,55.151180,55.151350,55.151350,55.151350,55.151350,55.151350,55.151350,55.151350,55.151350,55.151350,55.151350,
65,49.472790,49.472970,49.472970,49.472970,49.472970,49.472970,49.472970,49.472970,49.472970,49.472970,49.472970,
66,49.472870,49.473050,49.473050,49.473050,49.473050,49.473050,49.473050,49.473050,49.473050,49.473050,49.473050,
67,49.473770,49.473950,49.473950,49.473950,49.473950,49.473950,49.473950,49.473950,49.473950,49.473950,49.473950,
68,49.476260,49.476440,49.476440,49.476440,49.476440,49.476440,49.476440,49.476440,49.476440,49.476440,49.476440,
69,49.510170,49.510350,49.510350,49.510350,49.510350,49.510350,49.510350,49.510350,49.510350,49.510350,49.510350,
70,49.480780,49.480960,49.480960,49.480960,49.480960,49.480960,49.480960,49.480960,49.480960,49.480960,49.480960,
71,49.492210,49.492390,49.492390,49.492390,49.492390,49.492390,49.492390,49.492390,49.492390,49.492390,49.492390,
72,49.565090,49.565270,49.565270,49.565270,49.565270,49.565270,49.565270,49.565270,49.565270,49.565270,49.565270,
73,49.610160,49.610340,49.610340,49.610340,49.610340,49.610340,49.610340,49.610340,49.610340,49.610340,49.610340,
74,49.659680,49.659860,49.659860,49.659860,49.659860,49.659860,49.659860,49.659860,49.659860,49.659860,49.659860,
75,55.137790,55.137970,55.137970,55.137970,55.137970,55.137970,55.137970,55.137970,55.137970,55.137970,55.137970,
76,50.670480,50.670660,50.670660,50.670660,50.670660,50.670660,50.670660,50.670660,50.670660,50.670660,50.670660,
