 Node ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,47.222590,47.222760,47.222760,47.222760,47.222760,47.222760,47.222760,47.222760,47.222760,47.222760,47.222760,
2,47.229190,47.229360,47.229360,47.229360,47.229360,47.229360,47.229360,47.229360,47.229360,47.229360,47.229360,
3,47.240600,47.240770,47.240770,47.240770,47.240770,47.240770,47.240770,47.240770,47.240770,47.240770,47.240770,
4,47.219320,47.219500,47.219500,47.219500,47.219500,47.219500,47.219500,47.219500,47.219500,47.219500,47.219500,
5,47.176060,47.176240,47.176240,47.176240,47.176240,47.176240,47.176240,47.176240,47.176240,47.176240,47.176240,
6,47.107300,47.107470,47.107470,47.107470,47.107470,47.107470,47.107470,47.107470,47.107470,47.107470,47.107470,
7,47.090810,47.090980,47.090980,47.090980,47.090980,47.090980,47.090980,47.090980,47.090980,47.090980,47.090980,
8,47.100030,47.100210,47.100210,47.100210,47.100210,47.100210,47.100210,47.100210,47.100210,47.100210,47.100210,
9,47.088200,47.088370,47.088370,47.088370,47.088370,47.088370,47.088370,47.088370,47.088370,47.088370,47.088370,
10,47.086720,47.086890,47.086890,47.086890,47.086890,47.086890,47.086890,47.086890,47.086890,47.086890,47.086890,
11,47.081520,47.081700,47.081700,47.081700,47.081700,47.081700,47.081700,47.081700,47.081700,47.081700,47.081700,
12,47.080190,47.080360,47.080360,47.080360,47.080360,47.080360,47.080360,47.080360,47.080360,47.080360,47.080360,
13,50.196370,50.196550,50.196550,50.196550,50.196550,50.196550,50.196550,50.196550,50.196550,50.196550,50.196550,
14,47.077740,47.077910,47.077910,47.077910,47.077910,47.077910,47.077910,47.077910,47.077910,47.077910,47.077910,
15,47.075760,47.075940,47.075940,47.075940,47.075940,47.075940,47.075940,47.075940,47.075940,47.075940,47.075940,
16,47.064270,47.064440,47.064440,47.064440,47.064440,47.064440,47.064440,47.064440,47.064440,47.064440,47.064440,
17,47.064520,47.064690,47.064690,47.064690,47.064690,47.064690,47.064690,47.064690,47.064690,47.064690,47.064690,
18,47.073670,47.073840,47.073840,47.073840,47.073840,47.073840,47.073840,47.073840,47.073840,47.073840,47.073840,
19,47.077840,47.078020,47.078020,47.078020,47.078020,47.078020,47.078020,47.078020,47.078020,47.078020,47.078020,
20,47.086510,47.086680,47.086680,47.086680,47.086680,47.086680,47.086680,47.086680,47.086680,47.086680,47.086680,
21,47.087080,47.087250,47.087250,47.087250,47.087250,47.087250,47.087250,47.087250,47.087250,47.087250,47.087250,
22,47.089730,47.089900,47.089900,47.089900,47.089900,47.089900,47.089900,47.089900,47.089900,47.089900,47.089900,
23,47.104420,47.104590,47.104590,47.104590,47.104590,47.104590,47.104590,47.104590,47.104590,47.104590,47.104590,
24,47.114930,47.115100,47.115100,47.115100,47.115100,47.115100,47.115100,47.115100,47.115100,47.115100,47.115100,
25,47.154430,47.154600,47.154600,47.154600,47.154600,47.154600,47.154600,47.154600,47.154600,47.154600,47.154600,
26,47.230490,47.230660,47.230660,47.230660,47.230660,47.230660,47.230660,47.230660,47.230660,47.230660,47.230660,
27,47.320100,47.320270,47.320270,47.320270,47.320270,47.320270,47.320270,47.320270,47.320270,47.320270,47.320270,
28,47.612070,47.612240,47.612240,47.612240,47.612240,47.612240,47.612240,47.612240,47.612240,47.612240,47.612240,
29,48.028350,48.028530,48.028530,48.028530,48.028530,48.028530,48.028530,48.028530,48.028530,48.028530,48.028530,
30,48.231270,48.231450,48.231450,48.231450,48.231450,48.231450,48.231450,48.231450,48.231450,48.231450,48.231450,
31,47.965440,47.965610,47.965610,47.965610,47.965610,47.965610,47.965610,47.965610,47.965610,47.965610,47.965610,
32,47.399820,47.399990,47.399990,47.399990,47.399990,47.399990,47.399990,47.399990,47.399990,47.399990,47.399990,
33,47.251030,47.251200,47.251200,47.251200,47.251200,47.251200,47.251200,47.251200,47.251200,47.251200,47.251200,
34,47.424640,47.424820,47.424820,47.424820,47.424820,47.424820,47.424820,47.424820,47.424820,47.424820,47.424820,
35,47.192700,47.192870,47.192870,47.192870,47.192870,47.192870,47.192870,47.192870,47.192870,47.192870,47.192870,
36,47.147040,47.147210,47.147210,47.147210,47.147210,47.147210,47.147210,47.147210,47.147210,47.147210,47.147210,
37,47.116230,47.116410,47.116410,47.116410,47.116410,47.116410,47.116410,47.116410,47.116410,47.116410,47.116410,
38,47.100230,47.100410,47.100410,47.100410,47.100410,47.100410,47.100410,47.100410,47.100410,47.100410,47.100410,
39,47.096730,47.096900,47.096900,47.096900,47.096900,47.096900,47.096900,47.096900,47.096900,47.096900,47.096900,
40,47.102180,47.102360,47.102360,47.102360,47.102360,47.102360,47.102360,47.102360,47.102360,47.102360,47.102360,
41,47.108910,47.109080,47.109080,47.109080,47.109080,47.109080,47.109080,47.109080,47.109080,47.109080,47.109080,
42,47.124730,47.124900,47.124900,47.124900,47.124900,47.124900,47.124900,47.124900,47.124900,47.124900,47.124900,
43,47.181390,47.181560,47.181560,47.181560,47.181560,47.181560,47.181560,47.181560,47.181560,47.181560,47.181560,
44,47.531010,47.531180,47.531180,47.531180,47.531180,47.531180,47.531180,47.531180,47.531180,47.531180,47.531180,
45,47.905280,47.905460,47.905460,47.905460,47.905460,47.905460,47.905460,47.905460,47.905460,47.905460,47.905460,
46,48.247460,48.247630,48.247630,48.247630,48.247630,48.247630,48.247630,48.247630,48.247630,48.247630,48.247630,
47,48.085090,48.085260,48.085260,48.085260,48.085260,48.085260,48.085260,48.085260,48.085260,48.085260,48.085260,
48,48.084750,48.084920,48.084920,48.084920,48.084920,48.084920,48.084920,48.084920,48.084920,48.084920,48.084920,
49,47.140420,47.140600,47.140600,47.140600,47.140600,47.140600,47.140600,47.140600,47.140600,47.140600,47.140600,
50,47.112080,47.112260,47.112260,47.112260,47.112260,47.112260,47.112260,47.112260,47.112260,47.112260,47.112260,
51,47.103080,47.103260,47.103260,47.103260,47.103260,47.103260,47.103260,47.103260,47.103260,47.103260,47.103260,
52,49.469670,49.469840,49.469840,49.469840,49.469840,49.469840,49.469840,49.469840,49.469840,49.469840,49.469840,
53,55.135070,55.135240,55.135240,55.135240,55.135240,55.135240,55.135240,55.135240,55.135240,55.135240,55.135240,
54,49.467030,49.467210,49.467210,49.467210,49.467210,49.467210,49.467210,49.467210,49.467210,49.467210,49.467210,
55,49.462070,49.462250,49.462250,49.462250,49.462250,49.462250,49.462250,49.462250,49.462250,49.462250,49.462250,
56,49.458320,49.458500,49.458500,49.458500,49.458500,49.458500,49.458500,49.458500,49.458500,49.458500,49.458500,
57,49.457520,49.457700,49.457700,49.457700,49.457700,49.457700,49.457700,49.457700,49.457700,49.457700,49.457700,
58,49.440670,49.440840,49.440840,49.440840,49.440840,49.440840,49.440840,49.440840,49.440840,49.440840,49.440840,
59,50.077840,50.078010,50.078010,50.078010,50.078010,50.078010,50.078010,50.078010,50.078010,50.078010,50.078010,
60,49.054740,49.054910,49.054910,49.054910,49.054910,49.054910,49.054910,49.054910,49.054910,49.054910,49.054910,
61,55.134860,55.135030,55.135030,55.135030,55.135030,55.135030,55.135030,55.135030,55.135030,55.135030,55.135030,
62,55.135240,55.135410,55.135410,55.135410,55.135410,55.135410,55.135410,55.135410,55.135410,55.135410,55.135410,
63,55.135800,55.135980,55.135980,55.135980,55.135980,55.135980,55.135980,55.135980,55.135980,55.135980,55.135980,
64,55.149140,55.149310,55.149310,55.149310,55.149310,55.149310,55.149310,55.149310,55.149310,55.149310,55.149310,
65,49.475360,49.475540,49.475540,49.475540,49.475540,49.475540,49.475540,49.475540,49.475540,49.475540,49.475540,
66,49.475450,49.475620,49.475620,49.475620,49.475620,49.475620,49.475620,49.475620,49.475620,49.475620,49.475620,
67,49.476360,49.476540,49.476540,49.476540,49.476540,49.476540,49.476540,49.476540,49.476540,49.476540,49.476540,
68,49.478870,49.479050,49.479050,49.479050,49.479050,49.479050,49.479050,49.479050,49.479050,49.479050,49.479050,
69,49.512630,49.512810,49.512810,49.512810,49.512810,49.512810,49.512810,49.512810,49.512810,49.512810,49.512810,
70,49.483280,49.483460,49.483460,49.483460,49.483460,49.483460,49.483460,49.483460,49.483460,49.483460,49.483460,
71,49.494630,49.494800,49.494800,49.494800,49.494800,49.494800,49.494800,49.494800,49.494800,49.494800,49.494800,
