 Node ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,47.209930,47.210100,47.210100,47.210100,47.210100,47.210100,47.210100,47.210100,47.210100,47.210100,47.210100,
2,47.216500,47.216670,47.216670,47.216670,47.216670,47.216670,47.216670,47.216670,47.216670,47.216670,47.216670,
3,47.227860,47.228040,47.228040,47.228040,47.228040,47.228040,47.228040,47.228040,47.228040,47.228040,47.228040,
4,47.206690,47.206860,47.206860,47.206860,47.206860,47.206860,47.206860,47.206860,47.206860,47.206860,47.206860,
5,47.163550,47.163720,47.163720,47.163720,47.163720,47.163720,47.163720,47.163720,47.163720,47.163720,47.163720,
6,47.095040,47.095210,47.095210,47.095210,47.095210,47.095210,47.095210,47.095210,47.095210,47.095210,47.095210,
7,47.078580,47.078750,47.078750,47.078750,47.078750,47.078750,47.078750,47.078750,47.078750,47.078750,47.078750,
8,47.087810,47.087990,47.087990,47.087990,47.087990,47.087990,47.087990,47.087990,47.087990,47.087990,47.087990,
9,47.076000,47.076170,47.076170,47.076170,47.076170,47.076170,47.076170,47.076170,47.076170,47.076170,47.076170,
10,47.074520,47.074690,47.074690,47.074690,47.074690,47.074690,47.074690,47.074690,47.074690,47.074690,47.074690,
11,47.069340,47.069510,47.069510,47.069510,47.069510,47.069510,47.069510,47.069510,47.069510,47.069510,47.069510,
12,47.068000,47.068170,47.068170,47.068170,47.068170,47.068170,47.068170,47.068170,47.068170,47.068170,47.068170,
13,50.207130,50.207320,50.207320,50.207320,50.207320,50.207320,50.207320,50.207320,50.207320,50.207320,50.207320,
14,47.065560,47.065730,47.065730,47.065730,47.065730,47.065730,47.065730,47.065730,47.065730,47.065730,47.065730,
15,47.063580,47.063760,47.063760,47.063760,47.063760,47.063760,47.063760,47.063760,47.063760,47.063760,47.063760,
16,47.052080,47.052260,47.052260,47.052260,47.052260,47.052260,47.052260,47.052260,47.052260,47.052260,47.052260,
17,47.052340,47.052510,47.052510,47.052510,47.052510,47.052510,47.052510,47.052510,47.052510,47.052510,47.052510,
18,47.061490,47.061660,47.061660,47.061660,47.061660,47.061660,47.061660,47.061660,47.061660,47.061660,47.061660,
19,47.065660,47.065840,47.065840,47.065840,47.065840,47.065840,47.065840,47.065840,47.065840,47.065840,47.065840,
20,47.074330,47.074510,47.074510,47.074510,47.074510,47.074510,47.074510,47.074510,47.074510,47.074510,47.074510,
21,47.074900,47.075070,47.075070,47.075070,47.075070,47.075070,47.075070,47.075070,47.075070,47.075070,47.075070,
22,47.077550,47.077720,47.077720,47.077720,47.077720,47.077720,47.077720,47.077720,47.077720,47.077720,47.077720,
23,47.092220,47.092390,47.092390,47.092390,47.092390,47.092390,47.092390,47.092390,47.092390,47.092390,47.092390,
