 Node ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,47.222640,47.222810,47.222810,47.222810,47.222810,47.222810,47.222810,47.222810,47.222810,47.222810,47.222810,
2,47.229240,47.229410,47.229410,47.229410,47.229410,47.229410,47.229410,47.229410,47.229410,47.229410,47.229410,
3,47.240650,47.240830,47.240830,47.240830,47.240830,47.240830,47.240830,47.240830,47.240830,47.240830,47.240830,
4,47.219370,47.219550,47.219550,47.219550,47.219550,47.219550,47.219550,47.219550,47.219550,47.219550,47.219550,
5,47.176110,47.176280,47.176280,47.176280,47.176280,47.176280,47.176280,47.176280,47.176280,47.176280,47.176280,
6,47.107350,47.107520,47.107520,47.107520,47.107520,47.107520,47.107520,47.107520,47.107520,47.107520,47.107520,
7,47.090860,47.091030,47.091030,47.091030,47.091030,47.091030,47.091030,47.091030,47.091030,47.091030,47.091030,
8,47.100090,47.100260,47.100260,47.100260,47.100260,47.100260,47.100260,47.100260,47.100260,47.100260,47.100260,
9,47.088250,47.088430,47.088430,47.088430,47.088430,47.088430,47.088430,47.088430,47.088430,47.088430,47.088430,
10,47.086780,47.086950,47.086950,47.086950,47.086950,47.086950,47.086950,47.086950,47.086950,47.086950,47.086950,
11,47.081580,47.081750,47.081750,47.081750,47.081750,47.081750,47.081750,47.081750,47.081750,47.081750,47.081750,
12,47.080240,47.080420,47.080420,47.080420,47.080420,47.080420,47.080420,47.080420,47.080420,47.080420,47.080420,
13,50.196960,50.197150,50.197150,50.197150,50.197150,50.197150,50.197150,50.197150,50.197150,50.197150,50.197150,
14,47.077790,47.077960,47.077960,47.077960,47.077960,47.077960,47.077960,47.077960,47.077960,47.077960,47.077960,
15,47.075810,47.075990,47.075990,47.075990,47.075990,47.075990,47.075990,47.075990,47.075990,47.075990,47.075990,
16,47.064320,47.064500,47.064500,47.064500,47.064500,47.064500,47.064500,47.064500,47.064500,47.064500,47.064500,
17,47.064570,47.064740,47.064740,47.064740,47.064740,47.064740,47.064740,47.064740,47.064740,47.064740,47.064740,
18,47.073720,47.073900,47.073900,47.073900,47.073900,47.073900,47.073900,47.073900,47.073900,47.073900,47.073900,
19,47.077900,47.078070,47.078070,47.078070,47.078070,47.078070,47.078070,47.078070,47.078070,47.078070,47.078070,
20,47.086560,47.086730,47.086730,47.086730,47.086730,47.086730,47.086730,47.086730,47.086730,47.086730,47.086730,
21,47.087130,47.087310,47.087310,47.087310,47.087310,47.087310,47.087310,47.087310,47.087310,47.087310,47.087310,
22,47.089790,47.089960,47.089960,47.089960,47.089960,47.089960,47.089960,47.089960,47.089960,47.089960,47.089960,
23,47.104470,47.104640,47.104640,47.104640,47.104640,47.104640,47.104640,47.104640,47.104640,47.104640,47.104640,
24,47.114980,47.115150,47.115150,47.115150,47.115150,47.115150,47.115150,47.115150,47.115150,47.115150,47.115150,
25,47.154480,47.154660,47.154660,47.154660,47.154660,47.154660,47.154660,47.154660,47.154660,47.154660,47.154660,
26,47.230550,47.230720,47.230720,47.230720,47.230720,47.230720,47.230720,47.230720,47.230720,47.230720,47.230720,
27,47.320150,47.320320,47.320320,47.320320,47.320320,47.320320,47.320320,47.320320,47.320320,47.320320,47.320320,
28,47.612120,47.612300,47.612300,47.612300,47.612300,47.612300,47.612300,47.612300,47.612300,47.612300,47.612300,
29,48.028410,48.028580,48.028580,48.028580,48.028580,48.028580,48.028580,48.028580,48.028580,48.028580,48.028580,
30,48.231320,48.231500,48.231500,48.231500,48.231500,48.231500,48.231500,48.231500,48.231500,48.231500,48.231500,
