,ID,Diff1,Diff2,Diff3,Diff4,Diff5,Diff6,Diff7,Diff8,Diff9,Diff10,Diff11,Diff12,Diff13,Diff14,Diff15,Diff16,Diff17,Diff18,Diff19,Diff20,Diff21,Diff22,Diff23,Diff24,Diff25,Diff26,Diff27,Diff28,Diff29,Diff30,Diff31,Diff32,Diff33,Diff34,Diff35,Diff36,Diff37,Diff38,Diff39,Diff40,Diff41,Diff42,Diff43,Diff44,Diff45,Diff46,Diff47,Diff48,Diff49,Diff50,Diff51,Diff52,Diff53,Diff54,Diff55,Diff56,Diff57,Diff58,Diff59,Diff60,Diff61,Diff62,Diff63,Diff64,Diff65,Diff66,Diff67,Diff68,Diff69,Diff70,Diff71,Diff72,Diff73,Diff74,Diff75,Diff76,Diff77,Diff78,Diff79,Diff80,Diff81,Diff82,Diff83,Diff84,Diff85,Diff86,Diff87,Diff88,Diff89,Diff90,Diff91,Diff92,Diff93,Diff94,Diff95,Diff96,Diff97,Diff98,Diff99,Diff100,Diff101,Diff102,Diff103,Diff104,Diff105,Diff106,Diff107,Diff108,Diff109,Diff110,Diff111,Diff112,Diff113
0,1,0.2745500000000014,-0.5054499999999997,-0.19544999999999746,0.1045499999999997,0.08455000000000013,0.05455000000000254,0.05455000000000254,0.05455000000000254,0.05455000000000254,0.05455000000000254,0.05455000000000254,0.05455000000000254,0.0045500000000018295,0.05455000000000254,0.05455000000000254,0.05387000000000342,0.05387000000000342,0.05387000000000342,0.053830000000001384,0.05325000000000202,0.053460000000001166,0.05382000000000176,0.05371000000000237,0.05358000000000018,0.051130000000000564,0.04803000000000068,-0.04655999999999949,-0.0331399999999995,-0.01529999999999987,-0.006859999999999644,0.0045500000000018295,-0.005449999999999733,-0.005449999999999733,-0.04544999999999888,0.044550000000000985,0.044550000000000985,0.05455000000000254,0.05455000000000254,0.05455000000000254,0.05455000000000254,0.05455000000000254,0.05455000000000254,0.044550000000000985,0.024550000000001404,0.01454999999999984,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.044550000000000985,0.05455000000000254,0.05455000000000254,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,-0.005449999999999733,-0.005449999999999733,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0045500000000018295,0.0014500000000019495,0.0014200000000030855,0.0,0.0008400000000001738,0.000460000000000349,0.0006799999999991257,0.000770000000002824,0.0007599999999996497,0.0008600000000029695,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.006039999999998713,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.052939999999999536,0.0007500000000000284,0.0045500000000018295,0.0045500000000018295,0.0007500000000000284,0.0,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.0007300000000007857,0.0007500000000000284,0.0007500000000000284,0.0,0.0,0.0,0.0,0.0,0.048329999999999984,0.0015000000000000568,0.0007500000000000284
1,2,-0.2744799999999969,-0.5244799999999971,0.19552000000000191,-0.1044799999999988,-0.08447999999999922,-0.054479999999998086,-0.054479999999998086,-0.054479999999998086,-0.054479999999998086,-0.054479999999998086,-0.054479999999998086,-0.054479999999998086,-0.004479999999997375,-0.054479999999998086,-0.054479999999998086,-0.05386999999999631,-0.05386999999999631,-0.05386999999999631,-0.0538199999999982,-0.05324999999999847,-0.05345999999999762,-0.05380999999999503,-0.053699999999999186,-0.053569999999997016,-0.05111999999999739,-0.04795999999999623,0.046560000000003036,0.033140000000003056,0.01529999999999987,0.006860000000003197,-0.004479999999997375,0.0055200000000006355,0.0055200000000006355,0.045520000000003336,-0.044479999999996515,-0.044479999999996515,-0.054479999999998086,-0.054479999999998086,-0.054479999999998086,-0.054479999999998086,-0.054479999999998086,-0.054479999999998086,-0.044479999999996515,-0.02447999999999695,-0.014479999999998938,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.044479999999996515,-0.054479999999998086,-0.054479999999998086,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,0.0055200000000006355,0.0055200000000006355,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.004479999999997375,-0.0013799999999974946,-0.00134999999999863,0.0,-0.0008399999999966213,-0.0004599999999967963,-0.0006799999999991257,-0.0007699999999957187,-0.0007599999999960971,-0.0007899999999985141,-0.0007500000000000284,-0.0007500000000000284,-0.0007500000000000284,-0.006039999999998713,-0.0007500000000000284,-0.0007500000000000284,-0.0007500000000000284,-0.052939999999999536,-0.0007500000000000284,-0.004479999999997375,-0.004479999999997375,-0.0007500000000000284,0.0,-0.0007500000000000284,-0.0007500000000000284,-0.0007500000000000284,-0.0007500000000000284,-0.0007500000000000284,-0.0007500000000000284,-0.0007500000000000284,-0.0007399999999968543,-0.0007299999999972329,-0.0007500000000000284,-0.0007399999999968543,0.0,0.0,0.0,0.0,0.0,-0.04832999999999643,-0.0014299999999991544,-0.0007500000000000284
2,3,-0.05755999999999518,0.14244000000000767,0.3924400000000077,-0.1975599999999957,-0.1675599999999946,-0.11755999999999744,-0.10755999999999233,-0.10755999999999233,-0.10755999999999233,-0.10755999999999233,-0.10755999999999233,-0.10755999999999233,0.002440000000007103,-0.10755999999999233,-0.10755999999999233,-0.1071099999999916,-0.1071099999999916,-0.1071099999999916,-0.10701999999999147,-0.1058699999999888,-0.10627999999999817,-0.10698999999999614,-0.10677999999999344,-0.10651999999998908,-0.10164999999999937,-0.09542999999999324,0.09256000000000596,0.06589000000000311,0.030420000000006556,0.013640000000002315,-0.007559999999998013,0.012440000000005114,0.012440000000005114,0.0824400000000054,-0.08755999999999631,-0.09755999999999433,-0.09755999999999433,-0.09755999999999433,-0.10755999999999233,-0.09755999999999433,-0.09755999999999433,-0.09755999999999433,-0.09755999999999433,-0.05755999999999518,-0.017559999999996027,-0.007559999999998013,-0.017559999999996027,-0.017559999999996027,-0.09755999999999433,-0.09755999999999433,-0.09755999999999433,-0.007559999999998013,0.002440000000007103,-0.007559999999998013,-0.007559999999998013,-0.007559999999998013,-0.007559999999998013,-0.007559999999998013,0.002440000000007103,0.012440000000005114,0.002440000000007103,0.002440000000007103,0.002440000000007103,0.002440000000007103,-0.007559999999998013,-0.007559999999998013,-0.007559999999998013,-0.007559999999998013,-0.007559999999998013,-0.007559999999998013,-0.007559999999998013,-0.007559999999998013,-0.002799999999993475,-0.002759999999994989,0.0,-0.0016799999999932427,-0.000909999999997524,-0.0013399999999919032,-0.0015299999999953686,-0.0015000000000000568,-0.0016399999999947568,-0.0014899999999968827,-0.0014899999999968827,-0.0014899999999968827,-0.012000000000000456,-0.0014899999999968827,-0.0014899999999968827,-0.0014899999999968827,-0.10525999999999414,-0.0014899999999968827,0.002440000000007103,0.002440000000007103,-0.0014899999999968827,0.0,-0.0014899999999968827,-0.0014899999999968827,-0.0014899999999968827,-0.0014899999999968827,-0.0014899999999968827,-0.0014899999999968827,-0.0014899999999968827,-0.0014799999999937086,-0.001449999999998397,-0.0014899999999968827,-0.0014799999999937086,0.0,0.0,0.0,0.0,0.0,-0.09609999999999984,-0.0029199999999889314,-0.0014899999999968827
3,4,-0.7553100000000015,-0.5053100000000015,-0.19531000000000096,0.10468999999999973,0.08468999999999838,0.05468999999999902,0.05468999999999902,0.05468999999999902,0.05468999999999902,0.05468999999999902,0.05468999999999902,0.05468999999999902,0.004689999999998307,0.05468999999999902,0.05468999999999902,0.05388999999999911,0.05388999999999911,0.05388999999999911,0.05383999999999922,0.053269999999999484,0.05347999999999864,0.053829999999997824,0.05372000000000021,0.053589999999999804,0.051139999999998416,0.048169999999998936,-0.04656000000000127,-0.03314000000000128,-0.01529999999999987,-0.006860000000001421,0.004689999999998307,-0.005310000000001479,-0.005310000000001479,-0.045310000000000634,0.04468999999999923,0.04468999999999923,0.05468999999999902,0.05468999999999902,0.05468999999999902,0.05468999999999902,0.05468999999999902,0.05468999999999902,0.04468999999999923,0.024689999999999657,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.04468999999999923,0.05468999999999902,0.05468999999999902,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,-0.005310000000001479,-0.005310000000001479,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.004689999999998307,0.0015799999999988046,0.0015599999999995615,0.0,0.0008499999999997954,0.00045999999999857277,0.0006799999999991257,0.0007799999999988928,0.0007599999999996497,0.0009999999999994458,0.0007599999999996497,0.0007599999999996497,0.0007599999999996497,0.006039999999998713,0.0007599999999996497,0.0007599999999996497,0.0007599999999996497,0.05295999999999879,0.0007599999999996497,0.004689999999998307,0.004689999999998307,0.0007500000000000284,0.0,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.0007500000000000284,0.0007299999999990093,0.0007500000000000284,0.0007500000000000284,0.0,0.0,0.0,0.0,0.0,0.048349999999999234,0.0016399999999983095,0.0007599999999996497
4,5,-0.19131000000000145,-0.1813099999999963,-0.1713100000000054,-0.19131000000000145,0.6486900000000021,0.2586900000000014,0.2386900000000054,0.2286900000000003,0.2186899999999952,0.2186899999999952,0.20869000000000426,0.20869000000000426,-0.001310000000003697,0.20869000000000426,0.20869000000000426,0.2096399999999932,0.2096300000000042,0.2095899999999915,0.2091300000000018,0.20347000000001006,0.20508999999999844,0.20748999999999285,0.2008599999999916,0.1836799999999954,0.06730000000000302,-0.08559999999999945,-0.09908000000000072,-0.07099999999999795,-0.03372999999999138,-0.016100000000008663,0.008690000000001419,-0.06131000000000598,-0.06131000000000598,-0.09131000000000712,0.05868999999999858,0.148690000000002,0.17869000000000312,0.18868999999999406,0.18868999999999406,0.18868999999999406,0.17869000000000312,0.17869000000000312,0.1586899999999929,0.08868999999999971,0.028689999999997436,0.008690000000001419,0.018689999999992324,0.018689999999992324,0.16868999999999804,0.17869000000000312,0.18868999999999406,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.011309999999994602,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,-0.001310000000003697,0.003249999999994202,0.0032099999999957163,0.0,0.001980000000003201,0.001069999999998572,0.0015800000000041337,0.0018099999999918734,0.0017700000000075988,0.001890000000003056,0.0017700000000075988,0.0017700000000075988,0.0017700000000075988,-0.0921199999999942,0.0017700000000075988,0.0017700000000075988,0.0017700000000075988,0.15379999999998972,0.0017700000000075988,-0.001310000000003697,-0.001310000000003697,0.0017700000000075988,0.0,0.0017700000000075988,0.0017599999999902136,0.0017700000000075988,0.0017700000000075988,0.0017599999999902136,0.0017700000000075988,0.0017500000000012506,0.0017399999999980766,0.001709999999988554,0.0017599999999902136,0.0017399999999980766,0.0,0.0,0.0,0.0,0.0,0.166080000000008,0.0033899999999960073,0.0017700000000075988
5,6,-0.1953099999999992,-0.1853100000000012,-0.17530999999999608,-0.1953099999999992,-0.3853099999999969,0.25469000000000364,0.2346900000000005,0.2246900000000025,0.21468999999999736,0.2246900000000025,0.21468999999999736,0.21468999999999736,0.004690000000003636,0.20468999999999934,0.21468999999999736,0.20964000000000027,0.2096300000000042,0.2095899999999986,0.20913999999999788,0.2034800000000061,0.2051000000000016,0.207499999999996,0.2008599999999987,0.18368999999999855,0.06728999999999985,-0.08559999999999945,-0.09908000000000072,-0.07100000000000506,-0.03372999999999848,-0.01610000000000156,0.004690000000003636,-0.05530999999999864,-0.05530999999999864,-0.08530999999999977,0.0646899999999988,0.1446899999999971,0.18469000000000332,0.18469000000000332,0.19469000000000136,0.18469000000000332,0.18469000000000332,0.17468999999999826,0.1546900000000022,0.09468999999999994,0.024689999999999657,0.014690000000001646,0.014690000000001646,0.014690000000001646,0.17468999999999826,0.18469000000000332,0.18469000000000332,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.004690000000003636,-0.005310000000001479,-0.005310000000001479,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.004690000000003636,0.0032500000000013074,0.0032100000000028213,1.0000000003174137e-05,0.001980000000003201,0.001069999999998572,0.0015900000000002026,0.0018099999999989789,0.0017700000000004934,0.001890000000003056,0.0017700000000004934,0.0017600000000044247,0.0017600000000044247,-0.09210999999999814,0.0017600000000044247,0.0017700000000004934,0.0017600000000044247,0.15379999999999686,0.0017600000000044247,0.004690000000003636,0.004690000000003636,0.0017600000000044247,1.0000000003174137e-05,0.0017600000000044247,0.0017600000000044247,0.0017600000000044247,0.0017600000000044247,0.0017600000000044247,0.0017600000000044247,0.0017600000000044247,0.0017500000000012506,0.0017100000000027649,0.0017600000000044247,0.0017500000000012506,1.0000000003174137e-05,1.0000000003174137e-05,1.0000000003174137e-05,1.0000000003174137e-05,1.0000000003174137e-05,0.1660800000000009,0.0033900000000031127,0.0017700000000004934
6,7,0.053409999999992415,0.053409999999992415,0.0434099999999944,0.053409999999992415,0.08340999999999353,0.1334099999999978,-0.5465900000000019,-0.016590000000007876,-0.18659000000000248,-0.2765900000000059,-0.17659000000000447,-0.1965900000000076,0.00340999999999525,-0.17659000000000447,-0.17659000000000447,-0.17319000000000528,-0.1731100000000083,-0.17246000000000805,-0.17204000000000266,-0.14379000000000275,-0.14477000000000118,-0.13687000000000182,-0.04501000000000488,0.02284999999999826,0.0274999999999963,0.03342999999999563,0.031769999999994525,0.02258999999999389,0.010809999999992216,0.005229999999997403,0.00340999999999525,0.023409999999998377,0.023409999999998377,0.023409999999998377,-0.00659000000000276,-0.026590000000005887,-0.06659000000000502,-0.09659000000000616,-0.10659000000000418,-0.09659000000000616,-0.08659000000000816,-0.06659000000000502,-0.056590000000007024,-0.0365900000000039,-0.00659000000000276,-0.00659000000000276,-0.00659000000000276,-0.00659000000000276,-0.07659000000000303,-0.08659000000000816,-0.09659000000000616,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,0.00340999999999525,-0.0010200000000040175,-0.0010000000000047748,0.0,-0.0006500000000002615,-0.00035000000000451337,-0.0005200000000016303,-0.0006000000000057071,-0.0005800000000064642,-0.0005700000000032901,-0.0005800000000064642,-0.0005800000000064642,-0.0005800000000064642,0.034279999999995425,-0.0005800000000064642,-0.0005800000000064642,-0.0005800000000064642,0.02395999999999532,-0.0005800000000064642,0.00340999999999525,0.00340999999999525,-0.0005800000000064642,0.0,-0.0005800000000064642,-0.0005800000000064642,-0.0005800000000064642,-0.0005800000000064642,-0.0005700000000032901,-0.0005800000000064642,-0.0005700000000032901,-0.0005700000000032901,-0.0005600000000072214,-0.0005700000000032901,-0.0005700000000032901,0.0,0.0,0.0,0.0,0.0,-0.06256000000000482,-0.0010600000000025034,-0.0005800000000064642
7,9,-0.08349000000000117,-0.08349000000000117,-0.08349000000000117,-0.08349000000000117,-0.1434899999999999,-0.27349000000000245,-0.05349000000000004,0.3965099999999993,0.1765100000000004,0.11650999999999813,0.15651000000000082,0.14650999999999925,-0.003489999999999327,0.14650999999999925,0.14650999999999925,0.15139999999999887,0.15143000000000129,0.15175999999999945,0.14996999999999971,0.14997999999999936,0.15375999999999834,0.16364999999999694,0.1720499999999987,-0.01121000000000194,-0.029610000000001687,-0.05430000000000135,-0.05308000000000135,-0.038070000000001165,-0.018190000000000598,-0.00876000000000232,0.006509999999998684,-0.033490000000000464,-0.033490000000000464,-0.043490000000002034,0.016510000000000247,0.05650999999999939,0.12650999999999968,0.1365099999999977,0.1365099999999977,0.12650999999999968,0.12650999999999968,0.11650999999999813,0.08651000000000053,0.05650999999999939,0.016510000000000247,0.006509999999998684,0.006509999999998684,0.006509999999998684,0.1065100000000001,0.12650999999999968,0.12650999999999968,0.006509999999998684,-0.003489999999999327,0.006509999999998684,0.006509999999998684,0.006509999999998684,0.006509999999998684,0.006509999999998684,-0.003489999999999327,-0.003489999999999327,-0.003489999999999327,-0.003489999999999327,-0.003489999999999327,-0.003489999999999327,0.006509999999998684,0.006509999999998684,0.006509999999998684,0.006509999999998684,0.006509999999998684,0.006509999999998684,0.006509999999998684,0.006509999999998684,0.001680000000000348,0.0016599999999975525,9.999999999621423e-06,0.001089999999997815,0.0005899999999989802,0.0008699999999990383,0.0009999999999976694,0.0009699999999988053,0.0009399999999963883,0.0009699999999988053,0.0009699999999988053,0.0009699999999988053,-0.054350000000003014,0.0009699999999988053,0.0009699999999988053,0.0009699999999988053,-0.015890000000002402,0.0009699999999988053,-0.003489999999999327,-0.003489999999999327,0.0009699999999988053,9.999999999621423e-06,0.0009699999999988053,0.0009699999999988053,0.0009699999999988053,0.0009699999999988053,0.0009699999999988053,0.0009699999999988053,0.0009699999999988053,0.0009599999999991836,0.0009399999999963883,0.0009699999999988053,0.0009599999999991836,9.999999999621423e-06,9.999999999621423e-06,9.999999999621423e-06,9.999999999621423e-06,9.999999999621423e-06,0.10329999999999727,0.001760000000000872,0.0009699999999988053
8,10,-0.038750000000000284,-0.038750000000000284,-0.038750000000000284,-0.038750000000000284,-0.058749999999999865,-0.07874999999999943,0.10125000000000027,-0.24875000000000114,0.31125000000000114,0.24125000000000085,0.2312499999999993,0.2312499999999993,0.0012499999999988633,0.22125000000000128,0.22125000000000128,0.21940000000000026,0.21940000000000026,0.21945000000000192,0.2139099999999985,0.1796500000000023,0.18482999999999805,0.18169000000000324,-0.02797999999999945,-0.03726999999999947,-0.034029999999997784,-0.029220000000002244,-0.026609999999998024,-0.018709999999998672,-0.008959999999998303,-0.004359999999998365,0.0012499999999988633,-0.01875000000000071,-0.01875000000000071,-0.01875000000000071,0.0012499999999988633,0.011250000000000426,0.04125000000000156,0.10125000000000027,0.12124999999999984,0.11125000000000183,0.09125000000000227,0.06125000000000114,0.04125000000000156,0.03125,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.07124999999999915,0.09125000000000227,0.10125000000000027,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0012499999999988633,0.0008200000000009312,0.0008099999999977571,9.999999999621423e-06,0.0005599999999965631,0.0002999999999993008,0.0004400000000046589,0.0005099999999984561,0.000490000000002766,0.00045000000000072765,0.000490000000002766,0.000490000000002766,0.000490000000002766,-0.030640000000001773,0.000490000000002766,0.000490000000002766,0.000490000000002766,-0.03632999999999953,0.000490000000002766,0.0012499999999988633,0.0012499999999988633,0.000490000000002766,9.999999999621423e-06,0.000490000000002766,0.000490000000002766,0.000490000000002766,0.000490000000002766,0.000490000000002766,0.000490000000002766,0.000490000000002766,0.000490000000002766,0.0004799999999995919,0.000490000000002766,0.000490000000002766,9.999999999621423e-06,9.999999999621423e-06,9.999999999621423e-06,9.999999999621423e-06,9.999999999621423e-06,0.05344000000000193,0.0008599999999994168,0.000490000000002766
9,11,-0.04931000000000019,-0.04931000000000019,-0.04931000000000019,-0.04931000000000019,-0.07931000000000132,-0.13931000000000004,-0.4793099999999999,0.020690000000000097,0.18069000000000024,0.2706900000000001,0.18069000000000024,0.2006899999999998,0.0006899999999987473,0.17068999999999868,0.18069000000000024,0.17348999999999926,0.17340999999999873,0.1727799999999995,0.17213999999999885,0.14387999999999934,0.14480000000000004,0.1369000000000007,0.04500999999999955,-0.02285000000000004,-0.027510000000001256,-0.033330000000001185,-0.031779999999999475,-0.02260000000000062,-0.010810000000001095,-0.005240000000000578,0.0006899999999987473,-0.019310000000000827,-0.019310000000000827,-0.029310000000000613,0.0006899999999987473,0.020690000000000097,0.06068999999999925,0.10069000000000017,0.10069000000000017,0.10069000000000017,0.0906899999999986,0.07068999999999903,0.050689999999999465,0.03068999999999988,0.010689999999998534,0.0006899999999987473,0.010689999999998534,0.010689999999998534,0.07068999999999903,0.0906899999999986,0.10069000000000017,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0006899999999987473,0.0011200000000002321,0.0010999999999992127,0.0,0.0006500000000002615,0.00034999999999918435,0.0005199999999998539,0.0005899999999989802,0.0005799999999993588,0.0006699999999995043,0.0005699999999997374,0.0005699999999997374,0.0005699999999997374,-0.034280000000000754,0.0005699999999997374,0.0005699999999997374,0.0005699999999997374,-0.023970000000002045,0.0005699999999997374,0.0006899999999987473,0.0006899999999987473,0.0005699999999997374,0.0,0.0005699999999997374,0.0005699999999997374,0.0005699999999997374,0.0005699999999997374,0.0005699999999997374,0.0005699999999997374,0.0005699999999997374,0.0005699999999997374,0.0005599999999983396,0.0005699999999997374,0.0005699999999997374,0.0,0.0,0.0,0.0,0.0,0.06254999999999987,0.0011599999999987176,0.0005699999999997374
