 Link ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,16.918390,16.918500,16.918500,16.918500,16.918500,16.918500,16.918500,16.918500,16.918500,16.918500,16.918500,
2,-23.728460,-23.728500,-23.728500,-23.728500,-23.728500,-23.728500,-23.728500,-23.728500,-23.728500,-23.728500,-23.728500,
3,-36.937700,-36.937850,-36.937850,-36.937850,-36.937850,-36.937850,-36.937850,-36.937850,-36.937850,-36.937850,-36.937850,
4,11.918270,11.918500,11.918500,11.918500,11.918500,11.918500,11.918500,11.918500,11.918500,11.918500,11.918500,
5,65.595110,65.595280,65.595280,65.595280,65.595280,65.595280,65.595280,65.595280,65.595280,65.595280,65.595280,
6,50.919110,50.919280,50.919280,50.919280,50.919280,50.919280,50.919280,50.919280,50.919280,50.919280,50.919280,
7,-34.229450,-34.229820,-34.229820,-34.229820,-34.229820,-34.229820,-34.229820,-34.229820,-34.229820,-34.229820,-34.229820,
9,20.837600,20.837550,20.837550,20.837550,20.837550,20.837550,20.837550,20.837550,20.837550,20.837550,20.837550,
10,26.542420,26.542930,26.542930,26.542930,26.542930,26.542930,26.542930,26.542930,26.542930,26.542930,26.542930,
11,10.255340,10.255810,10.255810,10.255810,10.255810,10.255810,10.255810,10.255810,10.255810,10.255810,10.255810,
12,9.160371,9.161204,9.161204,9.161204,9.161204,9.161204,9.161204,9.161204,9.161204,9.161204,9.161204,
13,12.843990,12.845020,12.845020,12.845020,12.845020,12.845020,12.845020,12.845020,12.845020,12.845020,12.845020,
14,15.656040,15.657540,15.657540,15.657540,15.657540,15.657540,15.657540,15.657540,15.657540,15.657540,15.657540,
15,-6.994173,-6.994164,-6.994164,-6.994164,-6.994164,-6.994164,-6.994164,-6.994164,-6.994164,-6.994164,-6.994164,
16,13.137900,13.142640,13.142640,13.142640,13.142640,13.142640,13.142640,13.142640,13.142640,13.142640,13.142640,
17,35.634170,35.636520,35.636520,35.636520,35.636520,35.636520,35.636520,35.636520,35.636520,35.636520,35.636520,
18,10.058320,10.049420,10.049420,10.049420,10.049420,10.049420,10.049420,10.049420,10.049420,10.049420,10.049420,
19,13.182060,13.183180,13.183180,13.183180,13.183180,13.183180,13.183180,13.183180,13.183180,13.183180,13.183180,
21,-3.689710,-3.690000,-3.690000,-3.690000,-3.690000,-3.690000,-3.690000,-3.690000,-3.690000,-3.690000,-3.690000,
22,18.318000,18.318000,18.318000,18.318000,18.318000,18.318000,18.318000,18.318000,18.318000,18.318000,18.318000,
23,10.934110,10.924600,10.924600,10.924600,10.924600,10.924600,10.924600,10.924600,10.924600,10.924600,10.924600,
24,15.228900,15.237400,15.237400,15.237400,15.237400,15.237400,15.237400,15.237400,15.237400,15.237400,15.237400,
25,-2.440319,-2.440776,-2.440776,-2.440776,-2.440776,-2.440776,-2.440776,-2.440776,-2.440776,-2.440776,-2.440776,
26,20.313680,20.308170,20.308170,20.308170,20.308170,20.308170,20.308170,20.308170,20.308170,20.308170,20.308170,
27,4.045451,4.041880,4.041880,4.041880,4.041880,4.041880,4.041880,4.041880,4.041880,4.041880,4.041880,
28,-14.890190,-14.893270,-14.893270,-14.893270,-14.893270,-14.893270,-14.893270,-14.893270,-14.893270,-14.893270,-14.893270,
29,13.185760,13.183710,13.183710,13.183710,13.183710,13.183710,13.183710,13.183710,13.183710,13.183710,13.183710,
30,6.299858,6.301811,6.301811,6.301811,6.301811,6.301811,6.301811,6.301811,6.301811,6.301811,6.301811,
31,31.265500,31.265510,31.265510,31.265510,31.265510,31.265510,31.265510,31.265510,31.265510,31.265510,31.265510,
32,-11.354870,-11.355390,-11.355390,-11.355390,-11.355390,-11.355390,-11.355390,-11.355390,-11.355390,-11.355390,-11.355390,
33,26.495350,26.494900,26.494900,26.494900,26.494900,26.494900,26.494900,26.494900,26.494900,26.494900,26.494900,
34,-15.337920,-15.338070,-15.338070,-15.338070,-15.338070,-15.338070,-15.338070,-15.338070,-15.338070,-15.338070,-15.338070,
35,63.706430,63.706380,63.706380,63.706380,63.706380,63.706380,63.706380,63.706380,63.706380,63.706380,63.706380,
37,75.274430,75.274380,75.274380,75.274380,75.274380,75.274380,75.274380,75.274380,75.274380,75.274380,75.274380,
38,-22.842930,-22.842930,-22.842930,-22.842930,-22.842930,-22.842930,-22.842930,-22.842930,-22.842930,-22.842930,-22.842930,
39,90.907520,90.907490,90.907490,90.907490,90.907490,90.907490,90.907490,90.907490,90.907490,90.907490,90.907490,
40,-67.252070,-67.252360,-67.252360,-67.252360,-67.252360,-67.252360,-67.252360,-67.252360,-67.252360,-67.252360,-67.252360,
41,116.652700,116.653000,116.653000,116.653000,116.653000,116.653000,116.653000,116.653000,116.653000,116.653000,116.653000,
42,121.612700,121.613000,121.613000,121.613000,121.613000,121.613000,121.613000,121.613000,121.613000,121.613000,121.613000,
43,126.374700,126.375000,126.375000,126.375000,126.375000,126.375000,126.375000,126.375000,126.375000,126.375000,126.375000,
44,117.584600,117.584200,117.584200,117.584200,117.584200,117.584200,117.584200,117.584200,117.584200,117.584200,117.584200,
45,189.190000,189.189900,189.189900,189.189900,189.189900,189.189900,189.189900,189.189900,189.189900,189.189900,189.189900,
46,73.046860,73.046870,73.046870,73.046870,73.046870,73.046870,73.046870,73.046870,73.046870,73.046870,73.046870,
47,109.115200,109.115000,109.115000,109.115000,109.115000,109.115000,109.115000,109.115000,109.115000,109.115000,109.115000,
48,34.255890,34.255810,34.255810,34.255810,34.255810,34.255810,34.255810,34.255810,34.255810,34.255810,34.255810,
49,64.845230,64.845230,64.845230,64.845230,64.845230,64.845230,64.845230,64.845230,64.845230,64.845230,64.845230,
51,105.614700,105.615000,105.615000,105.615000,105.615000,105.615000,105.615000,105.615000,105.615000,105.615000,105.615000,
52,56.073240,56.073230,56.073230,56.073230,56.073230,56.073230,56.073230,56.073230,56.073230,56.073230,56.073230,
53,41.388200,41.388080,41.388080,41.388080,41.388080,41.388080,41.388080,41.388080,41.388080,41.388080,41.388080,
54,41.806130,41.805120,41.805120,41.805120,41.805120,41.805120,41.805120,41.805120,41.805120,41.805120,41.805120,
55,24.601020,24.602010,24.602010,24.602010,24.602010,24.602010,24.602010,24.602010,24.602010,24.602010,24.602010,
56,29.291430,29.290860,29.290860,29.290860,29.290860,29.290860,29.290860,29.290860,29.290860,29.290860,29.290860,
57,22.954560,22.955440,22.955440,22.955440,22.955440,22.955440,22.955440,22.955440,22.955440,22.955440,22.955440,
58,11.167240,11.170190,11.170190,11.170190,11.170190,11.170190,11.170190,11.170190,11.170190,11.170190,11.170190,
59,21.380010,21.378290,21.378290,21.378290,21.378290,21.378290,21.378290,21.378290,21.378290,21.378290,21.378290,
60,14.702690,14.698100,14.698100,14.698100,14.698100,14.698100,14.698100,14.698100,14.698100,14.698100,14.698100,
61,15.162280,15.171350,15.171350,15.171350,15.171350,15.171350,15.171350,15.171350,15.171350,15.171350,15.171350,
62,18.632400,18.636770,18.636770,18.636770,18.636770,18.636770,18.636770,18.636770,18.636770,18.636770,18.636770,
63,33.954850,33.950450,33.950450,33.950450,33.950450,33.950450,33.950450,33.950450,33.950450,33.950450,33.950450,
64,19.634280,19.635750,19.635750,19.635750,19.635750,19.635750,19.635750,19.635750,19.635750,19.635750,19.635750,
65,62.955160,62.952190,62.952190,62.952190,62.952190,62.952190,62.952190,62.952190,62.952190,62.952190,62.952190,
66,42.275100,42.273970,42.273970,42.273970,42.273970,42.273970,42.273970,42.273970,42.273970,42.273970,42.273970,
67,174.684600,174.684600,174.684600,174.684600,174.684600,174.684600,174.684600,174.684600,174.684600,174.684600,174.684600,
69,179.190600,179.190600,179.190600,179.190600,179.190600,179.190600,179.190600,179.190600,179.190600,179.190600,179.190600,
71,68.613960,68.613880,68.613880,68.613880,68.613880,68.613880,68.613880,68.613880,68.613880,68.613880,68.613880,
72,148.281400,148.281600,148.281600,148.281600,148.281600,148.281600,148.281600,148.281600,148.281600,148.281600,148.281600,
73,123.268600,123.268700,123.268700,123.268700,123.268700,123.268700,123.268700,123.268700,123.268700,123.268700,123.268700,
74,114.988600,114.988700,114.988700,114.988700,114.988700,114.988700,114.988700,114.988700,114.988700,114.988700,114.988700,
75,4.054850,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,
78,-48.014400,-48.018420,-48.018420,-48.018420,-48.018420,-48.018420,-48.018420,-48.018420,-48.018420,-48.018420,-48.018420,
79,40.650410,40.654430,40.654430,40.654430,40.654430,40.654430,40.654430,40.654430,40.654430,40.654430,40.654430,
80,11.692660,11.695670,11.695670,11.695670,11.695670,11.695670,11.695670,11.695670,11.695670,11.695670,11.695670,
81,17.711970,17.698750,17.698750,17.698750,17.698750,17.698750,17.698750,17.698750,17.698750,17.698750,17.698750,
82,5.885602,5.872752,5.872752,5.872752,5.872752,5.872752,5.872752,5.872752,5.872752,5.872752,5.872752,
84,-9.276950,-9.276512,-9.276512,-9.276512,-9.276512,-9.276512,-9.276512,-9.276512,-9.276512,-9.276512,-9.276512,
