 Link ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,16.919320,16.919450,16.919450,16.919450,16.919450,16.919450,16.919450,16.919450,16.919450,16.919450,16.919450,
2,-23.729390,-23.729460,-23.729460,-23.729460,-23.729460,-23.729460,-23.729460,-23.729460,-23.729460,-23.729460,-23.729460,
3,-36.939550,-36.939750,-36.939750,-36.939750,-36.939750,-36.939750,-36.939750,-36.939750,-36.939750,-36.939750,-36.939750,
4,11.919200,11.919460,11.919460,11.919460,11.919460,11.919460,11.919460,11.919460,11.919460,11.919460,11.919460,
5,65.650950,65.651370,65.651370,65.651370,65.651370,65.651370,65.651370,65.651370,65.651370,65.651370,65.651370,
6,50.974950,50.975360,50.975360,50.975360,50.975360,50.975360,50.975360,50.975360,50.975360,50.975360,50.975360,
7,-34.426600,-34.430660,-34.430660,-34.430660,-34.430660,-34.430660,-34.430660,-34.430660,-34.430660,-34.430660,-34.430660,
9,21.004890,21.002460,21.002460,21.002460,21.002460,21.002460,21.002460,21.002460,21.002460,21.002460,21.002460,
10,26.798150,26.796360,26.796360,26.796360,26.796360,26.796360,26.796360,26.796360,26.796360,26.796360,26.796360,
11,10.452800,10.456660,10.456660,10.456660,10.456660,10.456660,10.456660,10.456660,10.456660,10.456660,10.456660,
12,9.174570,9.201221,9.201221,9.201221,9.201221,9.201221,9.201221,9.201221,9.201221,9.201221,9.201221,
13,13.056800,13.085880,13.085880,13.085880,13.085880,13.085880,13.085880,13.085880,13.085880,13.085880,13.085880,
14,15.933610,15.913700,15.913700,15.913700,15.913700,15.913700,15.913700,15.913700,15.913700,15.913700,15.913700,
15,-7.139026,-7.097942,-7.097942,-7.097942,-7.097942,-7.097942,-7.097942,-7.097942,-7.097942,-7.097942,-7.097942,
16,13.438190,13.481730,13.481730,13.481730,13.481730,13.481730,13.481730,13.481730,13.481730,13.481730,13.481730,
17,35.633860,35.636520,35.636520,35.636520,35.636520,35.636520,35.636520,35.636520,35.636520,35.636520,35.636520,
18,10.198200,10.241760,10.241760,10.241760,10.241760,10.241760,10.241760,10.241760,10.241760,10.241760,10.241760,
19,13.510680,13.527830,13.527830,13.527830,13.527830,13.527830,13.527830,13.527830,13.527830,13.527830,13.527830,
21,-4.718606,-4.718884,-4.718884,-4.718884,-4.718884,-4.718884,-4.718884,-4.718884,-4.718884,-4.718884,-4.718884,
22,19.346760,19.346880,19.346880,19.346880,19.346880,19.346880,19.346880,19.346880,19.346880,19.346880,19.346880,
23,11.473440,11.461590,11.461590,11.461590,11.461590,11.461590,11.461590,11.461590,11.461590,11.461590,11.461590,
24,15.718350,15.729290,15.729290,15.729290,15.729290,15.729290,15.729290,15.729290,15.729290,15.729290,15.729290,
25,-2.293704,-2.294033,-2.294033,-2.294033,-2.294033,-2.294033,-2.294033,-2.294033,-2.294033,-2.294033,-2.294033,
26,20.643980,20.653330,20.653330,20.653330,20.653330,20.653330,20.653330,20.653330,20.653330,20.653330,20.653330,
27,4.221389,4.230280,4.230280,4.230280,4.230280,4.230280,4.230280,4.230280,4.230280,4.230280,4.230280,
28,-15.095780,-15.079980,-15.079980,-15.079980,-15.079980,-15.079980,-15.079980,-15.079980,-15.079980,-15.079980,-15.079980,
29,13.436850,13.432200,13.432200,13.432200,13.432200,13.432200,13.432200,13.432200,13.432200,13.432200,13.432200,
30,6.338813,6.344559,6.344559,6.344559,6.344559,6.344559,6.344559,6.344559,6.344559,6.344559,6.344559,
