 Link ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,16.87,16.87,16.87,16.87,16.87,16.87,16.87,16.87,16.87,16.87,16.87,
2,-23.68,-23.68,-23.68,-23.68,-23.68,-23.68,-23.68,-23.68,-23.68,-23.68,-23.68,
3,-36.84,-36.84,-36.84,-36.84,-36.84,-36.84,-36.84,-36.84,-36.84,-36.84,-36.84,
4,11.87,11.87,11.87,11.87,11.87,11.87,11.87,11.87,11.87,11.87,11.87,
5,65.44,65.44,65.44,65.44,65.44,65.44,65.44,65.44,65.44,65.44,65.44,
6,50.77,50.77,50.77,50.77,50.77,50.77,50.77,50.77,50.77,50.77,50.77,
7,-34.25,-34.25,-34.25,-34.25,-34.25,-34.25,-34.25,-34.25,-34.25,-34.25,-34.25,
9,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,20.86,
10,26.58,26.58,26.58,26.58,26.58,26.58,26.58,26.58,26.58,26.58,26.58,
11,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,
12,9.16,9.16,9.16,9.16,9.16,9.16,9.16,9.16,9.16,9.16,9.16,
13,12.86,12.86,12.86,12.86,12.86,12.86,12.86,12.86,12.86,12.86,12.86,
14,15.68,15.68,15.68,15.68,15.68,15.68,15.68,15.68,15.68,15.68,15.68,
15,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,-6.99,
16,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,
17,35.56,35.63,35.63,35.63,35.63,35.63,35.63,35.63,35.63,35.63,35.63,
18,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,10.04,
19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,
21,-3.69,-3.69,-3.69,-3.69,-3.69,-3.69,-3.69,-3.69,-3.69,-3.69,-3.69,
22,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.32,
23,10.93,10.93,10.93,10.93,10.93,10.93,10.93,10.93,10.93,10.93,10.93,
24,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,
25,-2.42,-2.42,-2.42,-2.42,-2.42,-2.42,-2.42,-2.42,-2.42,-2.42,-2.42,
26,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,
27,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,
28,-14.87,-14.87,-14.87,-14.87,-14.87,-14.87,-14.87,-14.87,-14.87,-14.87,-14.87,
29,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,13.26,
30,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,6.29,
31,31.32,31.32,31.32,31.32,31.32,31.32,31.32,31.32,31.32,31.32,31.32,
32,-11.37,-11.37,-11.37,-11.37,-11.37,-11.37,-11.37,-11.37,-11.37,-11.37,-11.37,
33,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,26.73,
34,-15.53,-15.53,-15.53,-15.53,-15.53,-15.53,-15.53,-15.53,-15.53,-15.53,-15.53,
35,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,63.37,
37,74.94,74.94,74.94,74.94,74.94,74.94,74.94,74.94,74.94,74.94,74.94,
38,-22.85,-22.85,-22.85,-22.85,-22.85,-22.85,-22.85,-22.85,-22.85,-22.85,-22.85,
39,90.68,90.68,90.68,90.68,90.68,90.68,90.68,90.68,90.68,90.68,90.68,
40,-67.10,-67.10,-67.10,-67.10,-67.10,-67.10,-67.10,-67.10,-67.10,-67.10,-67.10,
41,116.43,116.43,116.43,116.43,116.43,116.43,116.43,116.43,116.43,116.43,116.43,
42,121.39,121.39,121.39,121.39,121.39,121.39,121.39,121.39,121.39,121.39,121.39,
43,126.16,126.16,126.16,126.16,126.16,126.16,126.16,126.16,126.16,126.16,126.16,
44,117.47,117.47,117.47,117.47,117.47,117.47,117.47,117.47,117.47,117.47,117.47,
45,188.78,188.78,188.78,188.78,188.78,188.78,188.78,188.78,188.78,188.78,188.78,
46,72.89,72.89,72.89,72.89,72.89,72.89,72.89,72.89,72.89,72.89,72.89,
47,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,108.86,
48,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,
49,64.70,64.70,64.70,64.70,64.70,64.70,64.70,64.70,64.70,64.70,64.70,
51,105.40,105.40,105.40,105.40,105.40,105.40,105.40,105.40,105.40,105.40,105.40,
52,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,
53,41.12,41.12,41.12,41.12,41.12,41.12,41.12,41.12,41.12,41.12,41.12,
54,41.76,41.76,41.76,41.76,41.76,41.76,41.76,41.76,41.76,41.76,41.76,
55,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,24.44,
56,29.29,29.29,29.29,29.29,29.29,29.29,29.29,29.29,29.29,29.29,29.29,
57,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,22.89,
58,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,
59,21.32,21.32,21.32,21.32,21.32,21.32,21.32,21.32,21.32,21.32,21.32,
60,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,
61,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,
62,18.57,18.57,18.57,18.57,18.57,18.57,18.57,18.57,18.57,18.57,18.57,
63,33.91,33.91,33.91,33.91,33.91,33.91,33.91,33.91,33.91,33.91,33.91,
64,19.52,19.52,19.52,19.52,19.52,19.52,19.52,19.52,19.52,19.52,19.52,
65,62.80,62.80,62.80,62.80,62.80,62.80,62.80,62.80,62.80,62.80,62.80,
66,42.11,42.11,42.11,42.11,42.11,42.11,42.11,42.11,42.11,42.11,42.11,
67,174.29,174.29,174.29,174.29,174.29,174.29,174.29,174.29,174.29,174.29,174.29,
69,178.79,178.79,178.79,178.79,178.79,178.79,178.79,178.79,178.79,178.79,178.79,
71,68.51,68.51,68.51,68.51,68.51,68.51,68.51,68.51,68.51,68.51,68.51,
72,147.88,147.88,147.88,147.88,147.88,147.88,147.88,147.88,147.88,147.88,147.88,
73,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,122.98,
74,114.70,114.70,114.70,114.70,114.70,114.70,114.70,114.70,114.70,114.70,114.70,
75,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,
78,-47.94,-47.94,-47.94,-47.94,-47.94,-47.94,-47.94,-47.94,-47.94,-47.94,-47.94,
79,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,40.57,
80,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,
81,17.66,17.66,17.66,17.66,17.66,17.66,17.66,17.66,17.66,17.66,17.66,
82,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,5.84,
84,-9.22,-9.22,-9.22,-9.22,-9.22,-9.22,-9.22,-9.22,-9.22,-9.22,-9.22,
