58,0.511852086,1
46,0.460724821,2
31,0.35405385,3
79,0.313555096,4
76,0.293915524,5
74,0.291324273,6
110,0.263906448,7
69,0.261588706,8
36,0.247008578,9
45,0.243988802,10
43,0.240137815,11
44,0.234391246,12
32,0.230107805,13
59,0.212863464,14
37,0.16701458,15
64,0.164061842,16
33,0.156174967,17
80,0.148516333,18
104,0.146545168,19
38,0.136304273,20
77,0.131163085,21
47,0.130383044,22
57,0.118994943,23
81,0.113672705,24
100,0.096862193,25
35,0.091615812,26
27,0.080841288,27
21,0.080562596,28
6,0.079673749,29
78,0.077790204,30
24,0.074823855,31
68,0.073456595,32
4,0.067956279,33
109,0.059426359,34
26,0.058986041,35
20,0.05869153,36
67,0.058285925,37
98,0.05283741,38
3,0.052643858,39
94,0.050113253,40
5,0.047971029,41
73,0.047434682,42
82,0.045951565,43
66,0.0456437,44
19,0.044231985,45
49,0.041258428,46
87,0.040958725,47
23,0.040909357,48
30,0.040571007,49
56,0.039664981,50
99,0.039148265,51
39,0.037921408,52
7,0.037157966,53
11,0.035781277,54
18,0.035608934,55
60,0.035240202,56
75,0.035032132,57
86,0.033843769,58
72,0.032264012,59
50,0.030352252,60
101,0.029327184,61
103,0.028445296,62
10,0.025940625,63
55,0.024494311,64
96,0.024416643,65
91,0.023962081,66
90,0.023490256,67
12,0.020989565,68
111,0.020504109,69
8,0.020367959,70
29,0.018884324,71
41,0.018518602,72
71,0.017725453,73
17,0.017699115,74
97,0.0168563,75
42,0.015781711,76
54,0.015671091,77
65,0.013801096,78
25,0.013632533,79
22,0.012131589,80
9,0.011849452,81
93,0.010324513,82
28,0.009918879,83
15,0.009155078,84
106,0.009121717,85
53,0.009090989,86
63,0.008579154,87
13,0.00843624,88
34,0.008417615,89
61,0.008406202,90
107,0.008309629,91
84,0.007991692,92
14,0.007313216,93
83,0.007194028,94
89,0.006521281,95
92,0.005072056,96
102,0.004782657,97
70,0.004688158,98
51,0.004372103,99
40,0.004340497,100
2,0.004008639,101
1,0.00267067,102
88,0.002491572,103
105,0.002379534,104
113,0.002187745,105
112,0.002054362,106
85,0.00199115,107
52,0.000474083,108
108,0.000366098,109
95,0.000341077,110
62,0.000210704,111
16,0,113
48,0,113
114,0,113
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
