,Id,Source,Target,Weight,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,1,126,125001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,125001,125,0.0022334489999999998,0.002205223,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895
2,3,125,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,124,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8,106,161,0.048617303,-0.04861815,-0.04861819999999999,-0.04861821,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212,-0.048618212
5,10,161,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,11,162,163,0.048617303,-0.048618153,-0.048618205,-0.048618205,-0.048618205,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821,-0.04861821
7,12,163,164,0.04021366,0.040213615,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607,0.040213607
8,13,163,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,15,165,166,0.019351227,-0.019351883,-0.019351903,-0.019351903,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905,-0.019351905
10,16,166,168,0.0022334489999999998,0.002205223,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895,0.002204895
11,17,165,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,18,170,171001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,19,171001,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,20,171,172,0.019351225,0.019351883,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903,0.019351903
