Id,latitude,longitude,# Result
1,55.75591,173.639309,46.179264
2,59.452707,173.415922,46.17267
3,59.283112,169.492621,46.16126
4,56.481197,169.687955,46.182526
5,54.592204,170.327985,46.22576
6,49.681185,171.263093,46.29449
7,49.721779,174.129722,46.310966
8,46.936101,171.217377,46.30175
9,44.08006,171.198675,46.31358
10,43.98985,174.15258,46.315056
11,40.395893,168.770509,46.320248
12,38.302124,172.472501,46.321583
13,60.64528,136.646402,43.19843
14,37.691404,166.46079,46.324036
15,35.819551,168.993896,46.326004
16,28.549546,171.732726,46.337494
17,30.812909,170.063037,46.337242
18,34.110978,166.702879,46.328094
19,36.240831,164.563558,46.32393
20,38.860523,161.980579,46.31527
21,42.424711,164.89708,46.3147
22,44.743102,165.085141,46.312046
23,47.345654,165.365674,46.297367
24,49.853485,165.525681,46.286865
25,53.827226,165.634777,46.247383
26,56.521791,165.581788,46.171364
27,59.219064,165.51633,46.08181
28,64.049797,165.01241,45.790043
29,65.834146,158.402229,45.37404
30,63.140482,157.933636,45.171253
31,59.047665,157.930519,45.436764
32,59.157721,162.096949,46.00212
33,56.520889,161.993048,46.15084
34,61.187441,165.429053,45.97734
35,53.812792,161.869405,46.209133
36,51.032527,161.787324,46.254765
37,47.816549,161.570171,46.285557
38,44.716039,160.862605,46.301544
39,41.007515,158.562237,46.305046
40,42.633095,154.394768,46.2996
41,46.730423,156.79592,46.292877
42,49.010926,157.619855,46.27706
43,51.297744,157.725834,46.220432
44,53.884058,157.925324,45.87097
45,56.52991,157.914934,45.496864
46,58.898819,154.673223,45.154762
47,56.604784,154.585946,45.317097
48,53.917435,154.502825,45.31744
49,51.633324,153.927214,46.261375
50,48.554464,153.305886,46.289707
51,44.464354,150.807067,46.2987
52,46.107976,147.58302,43.932556
53,69.24588,159.149278,38.277485
54,50.198989,149.780526,43.935196
55,52.055506,150.114048,43.940186
56,54.05275,150.535886,43.943954
57,56.648085,150.461077,43.944767
58,58.822141,150.320811,43.96173
59,63.514853,150.304187,43.326374
60,63.339846,154.363598,44.34854
61,66.553118,155.858733,38.2777
62,71.364005,162.088636,38.277325
63,75.615591,156.206802,38.276756
64,70.149781,150.909929,38.26343
65,47.829178,144.250915,43.92685
66,51.632422,146.405822,43.92676
67,54.305337,147.157026,43.925854
68,56.599372,147.347165,43.92335
69,58.667882,147.426129,43.889553
70,49.839052,140.931279,43.9189
71,53.220114,142.668503,43.907528
72,56.674246,143.192164,43.834988
73,58.489267,143.265934,43.79011
74,58.556022,145.372007,43.7408
75,71.292739,157.0058,38.27681
76,63.534699,146.112821,42.734646
77,69.000509,146.143991,40.788868
78,69.55981,141.314673,42.31403
79,65.134118,140.556196,42.835155
80,60.625434,139.667843,43.17971
81,58.480246,139.900581,43.24305
82,54.618365,139.430948,43.26987
83,50.871051,138.213229,43.27263
84,51.121835,135.181398,43.273052
85,57.855092,165.569319,46.13674
86,56.206057,135.50453,43.271248
87,58.188868,135.428682,43.266544
88,51.514247,132.056056,43.27312
89,52.059114,165.613997,46.283974
90,55.093771,131.402519,43.271275
91,56.67154,130.466371,43.26616
92,53.060443,126.277084,43.271378
93,54.208813,123.710729,43.26968
94,67.265775,153.66954,38.275887
95,56.786106,125.05313,43.266727
96,59.434665,121.35945,43.249104
97,59.356182,126.34358,43.2574
98,59.109008,128.742654,43.25042
99,64.165265,121.774015,43.18823
100,61.520315,129.36606,43.198498
101,66.860733,122.991734,43.113987
102,70.717201,125.9872,43.05424
103,73.731109,133.42651,42.925068
104,65.752957,131.133416,43.07576
105,67.353279,132.186972,43.05391
106,73.74013,159.725928,38.277023
107,72.211977,149.379468,38.26709
108,75.289032,150.265743,38.27142
109,73.263823,154.261775,38.27449
110,69.627467,148.310327,38.212875
111,50.256723,157.716483,46.251648
112,52.324331,144.574047,43.92021
113,60.710231,133.073247,43.20087
114,71.383851,147.460417,0
