2,0.34460728,1
9,0.321494253,2
26,0.291479885,3
8,0.255943487,4
11,0.223342912,5
1,0.201805556,6
7,0.19973659,7
18,0.191570881,8
6,0.150363985,9
15,0.130785441,10
5,0.125560345,11
12,0.123113027,12
13,0.106149425,13
3,0.092701149,14
21,0.083999042,15
29,0.068390805,16
22,0.06756705,17
14,0.061136654,18
19,0.044444444,19
23,0.030319285,20
4,0.013218391,21
0,0.011944444,22
17,0.011762452,23
10,0,27.5
16,0,27.5
20,0,27.5
24,0,27.5
25,0,27.5
27,0,27.5
28,0,27.5
30,0,27.5
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
