,Id,Source,Target,Weight,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,1,126,125001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,125001,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,125,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,124,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8,106,161,21.505255,-21.506083,-21.506138,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614,-21.50614
5,10,161,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,11,162,163,21.505292999999998,-21.506083,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138,-21.506138
7,12,163,164,17.774807,17.774452,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448,17.774448
8,13,163,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,15,165,166,8.574061,-8.573983,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958,-8.573958
