Id,latitude,longitude,# Result
179001,29.682581,123.32214,0.2736717
179,30.817419,122.942901,0.27292973
177,31.494895,120.961509,0.2719871
174,32.097496,123.410455,0.2639875
173,32.001423,122.53509,0.26330265
171001,33.062741,122.549116,0.25163636
171,33.282401,123.111221,0.2487455
172,33.282401,123.645272,0.24783044
170,33.929205,122.478983,0.22367886
165,34.596758,122.459761,0.20999956
166,34.64953,123.252006,0.20362283
168,34.832656,124.011003,0.19906649
169,35.015331,124.699867,0.19803236
163,35.1741,122.45093,0.19191517
164,35.137565,121.734013,0.19041441
162,35.731597,122.444696,0.16533558
161,36.260226,122.45093,0.1529366
106,37.25118,122.642627,0.13256632
124,37.107747,124.624019,0.14696121
125,37.017086,125.444837,0.15209138
125001,36.906579,126.214224,0.14392143
126,36.964313,127.079199,0.14332658
127,35.703181,124.987153,0.2295617
128,34.88137,126.498912,0.23877612
129,34.759135,127.145176,0.24103047
130,35.003153,127.862093,0.23942898
132,33.438013,126.506185,0.2804123
131001,32.672583,125.753942,0.27302617
131,32.830902,126.526966,0.28163865
133,33.026206,127.187776,0.2773337
134,33.160618,128.058986,0.26650703
135,30.256315,125.135212,0.2984795
136,30.256315,125.922781,0.30850986
137,31.061437,127.538961,0.2871479
138,30.317206,127.87612,0.28622526
139,29.829171,125.767969,0.30682608
141,28.317707,124.955463,0.32492253
143,28.513011,126.318644,0.3343072
144,29.074567,126.852695,0.33606225
145,28.793563,127.513505,0.33693698
142,28.024976,127.063614,0.30016184
140001,28.317707,124.308679,0.35056102
151,28.305528,122.790686,0.3847136
152,28.281172,122.200528,0.41835958
107,37.882198,124.59129,0.2552061
108,38.743701,125.687965,0.3808224
109,38.726561,126.347217,0.40576655
110,38.611093,127.079199,0.4471943
111,39.015232,127.64494,0.44423267
113,37.773044,127.811182,0.4573472
114,37.397771,128.376923,0.4508415
112,38.228152,127.531688,0.4560158
115,41.132005,127.178944,0.37975278
116,41.132005,127.630394,0.38185343
117,40.929033,128.259514,0.38776574
118,39.980928,129.252288,0.3705259
119,40.698998,128.954612,0.38144958
105,37.366198,121.619202,0.18664522
102,37.193897,120.694484,0.24282809
103,37.904299,120.830074,0.23726603
104,38.118998,121.459714,0.23313934
100,37.017086,119.744829,0.3344543
101,38.470365,119.525598,0.3326514
96,37.050464,118.613866,0.45809498
97,35.703181,118.713092,0.46710435
98,35.052317,119.070511,0.4630193
99,34.368527,119.463776,0.45685333
93,37.022047,117.590442,0.47909495
94,38.294456,117.074573,0.47563836
95,39.349008,117.546803,0.46568555
92,36.792464,116.797677,0.49688002
160,35.461869,116.630916,0.5923554
159001,34.104212,117.163409,0.6018957
159,32.925171,117.67616,0.6058887
156,32.00458,118.250732,0.6029445
157,32.636048,119.702749,0.5969428
158,33.001849,120.489799,0.5906797
155,31.097972,118.690753,0.5909327
154,31.220206,119.758855,0.58534944
153,28.999242,119.927694,0.517866
55,26.900962,120.694484,0.865502
59,23.546512,122.411447,0.92261195
60,23.632211,120.892415,0.89983815
61,24.94747,119.027912,0.8896911
62,23.603795,119.010249,0.8895454
147,25.459861,125.999668,0.39136654
150,23.001645,127.232973,0.42656317
148,24.406662,126.440208,0.44510838
149,23.946592,128.248605,0.43806848
63,20.524485,124.176206,0.9062048
64,20.517719,122.035845,0.89501315
65,20.688215,120.827477,0.89155644
66,21.372005,119.393643,0.87941897
67,20.078397,125.774722,0.85745174
68,19.492485,126.505666,0.8357876
69,18.491607,126.843344,0.8346621
70,19.663432,127.433502,0.797914
71,20.029233,128.839282,0.7511475
72,19.314772,130.127135,0.7493175
56,26.326326,119.309484,0.8551562
57,26.277613,118.184755,0.83106405
58,26.326326,116.975867,0.8238786
53,27.986186,117.706811,0.8299316
54,28.034899,115.879712,0.8169686
52,28.863476,119.160386,0.83499074
46001,30.855308,118.035657,0.76304495
50,29.816993,117.341599,0.75726306
51,29.450741,115.401767,0.7416298
47,31.281098,116.638709,0.7482093
48,31.232384,115.823605,0.7266269
49,31.03708,114.248986,0.7142951
42,33.659478,115.418911,0.66217005
45,33.343293,114.028716,0.6558226
46,33.014027,113.012045,0.6479573
41,34.057754,116.281809,0.6551628
35,36.478985,115.157081,0.60323536
36,36.052743,114.094693,0.62141836
39,35.528174,113.925854,0.6171135
40,34.917905,113.785068,0.6156493
37,35.906604,112.506047,0.6198811
91,36.677897,116.104138,0.5242484
90,40.606082,114.71706,0.40692103
89,41.122082,116.566498,0.38554466
31,38.398198,114.287949,0.54980236
32,37.967897,112.934119,0.55749774
34,38.312047,111.216636,0.5502639
33,37.377023,111.519507,0.55264276
28001,40.376498,113.59441,0.46896827
28,39.573631,113.825589,0.50103295
29,39.401781,112.47176,0.50516343
30,39.888914,111.051433,0.50328755
27,41.457662,112.89152,0.69057685
26,42.043574,111.451971,0.8709517
23,42.531609,111.451971,0.88983107
22,42.342169,107.488149,0.97990024
87,42.106721,117.562388,0.3430369
86,42.771116,118.660622,0.3230302
83,43.580298,118.860112,0.30976534
77,44.158091,119.725607,0.27111477
81,43.204574,120.324596,0.30504316
78,42.540179,120.657079,0.30029297
79,41.471193,120.790073,0.2812203
80,40.662012,120.457589,0.27670503
82,45.795399,124.426088,0.07419533
84,43.547371,117.569142,0.30445465
85,43.390857,116.332201,0.3029815
121,43.440924,127.128552,0.28032243
122,44.31235,126.977896,0.21454419
123,45.140476,126.37579,0.13690072
120,42.297515,127.629355,0.32805747
75,47.085849,120.264853,0.21484326
76,44.218532,120.727212,0.26791057
73,46.626682,119.175451,0.2093441
74,46.110682,118.019553,0.20818198
227,48.800286,121.207235,0.12914236
215001,48.887339,122.110135,0.08210033
215,48.98251,124.15075,0.19046235
219,47.487734,122.746528,0.5364874
220,47.493147,122.160527,0.537448
221,46.752524,122.160527,0.58975345
222,45.837346,121.608293,0.5870511
223,45.140476,121.608293,0.5809337
223001,46.055203,122.813025,0.60288215
224,45.445385,122.963681,0.6065109
225,44.797228,122.931472,0.59805816
226,43.882049,122.379238,0.59601897
214,48.98251,124.816755,0.18690614
216,48.346982,124.816755,0.17747115
217,47.740321,124.816755,0.17695889
218,48.116045,125.548738,0.17590636
201,50.080363,124.683243,0.13196918
203,49.56752,124.861952,0.13975489
204,49.405143,125.979927,0.15662158
205,49.405143,126.666193,0.18158855
211,48.809307,126.801264,0.15065105
212,48.008695,126.835032,0.14818956
206,49.390258,127.620004,0.21575294
207,49.415968,128.543164,0.22752552
208,49.812891,129.874655,0.24087575
209,49.046559,129.980634,0.23195167
210,48.310898,129.980634,0.22922456
213,50.854814,130.686641,0.24307016
200001,50.629289,124.683243,0.12558411
199,51.264817,124.683243,0.1258829
196,51.253541,125.391328,0.13088797
197,51.253541,126.203314,0.13429226
198,50.885485,126.979974,0.13344128
233,52.080764,128.109897,0.23678328
232,52.080764,129.203974,0.23775324
231,52.69374,129.239301,0.2419011
230,52.69374,129.945308,0.2423647
234,52.733883,130.700149,0.24545427
194,53.245824,125.426654,0.12163553
195,52.824995,125.847973,0.119860165
192,53.28732,124.683243,0.12003179
193,53.28732,123.918012,0.11908919
234001,54.253467,130.700149,0.23758274
235,55.4289,130.700149,0.25635332
236,54.618365,129.489702,0.19457558
237,54.61611,128.909415,0.19339296
238,54.240837,128.909415,0.1911841
240,53.507883,128.917208,0.19078143
239,54.282334,126.935816,0.16933335
190001,55.237655,124.685321,0.10309746
187,56.407676,126.214224,0.09022823
188,54.934099,126.214224,0.10119474
189,54.934099,126.946206,0.12142274
186,56.407676,126.979454,0.08903419
185,56.407676,127.877678,0.0883204
235001,56.320624,130.706383,0.25884828
241,57.043204,130.340132,0.25693476
242,57.043204,129.175402,0.2553793
243,57.967403,130.340132,0.2429401
244,58.955651,130.304286,0.22974065
245,59.989906,130.340132,0.1958469
183,61.030476,125.426654,0.06873802
184,60.203252,125.07391,0.06796008
182,61.087759,126.214224,0.07197465
249,62.052101,126.803862,0.06586016
248,62.041276,128.709925,0.075642265
247,62.052101,130.304286,0.12181376
246,61.030025,130.340132,0.15219478
181,64.231118,126.110323,0.052907575
266,53.882254,122.653537,0.010676079
180004,57.371567,123.955936,0.049226094
190,56.407676,124.816755,0.09715169
191,56.407676,124.251014,0.09651111
180003,61.960087,124.023471,0.06254526
180002,63.444038,124.855718,0.061555825
180001,64.202702,126.83659,0.054097258
180,64.439052,127.811182,0.04325487
287,49.65773,120.528762,0.002750936
286,50.079461,121.095541,0.003510519
285,50.009097,121.689336,0.008695289
284,50.218384,122.118447,0.013185045
200,51.264817,124.051005,0.12443691
274,52.475883,120.033673,0.30061966
275,52.520988,121.383347,0.29779175
276,52.811013,121.840512,0.296538
265,53.87639,121.752196,0.32972997
268,53.87639,119.863276,0.33180714
269,54.00133,119.212856,0.34062207
271,54.225051,117.920327,0.35159758
270,54.930942,118.266318,0.35061845
318,44.542836,111.47431,0.46706748
317,44.894654,112.036934,0.46814743
316,45.92936,112.059273,0.4654693
315,45.909965,112.959055,0.46068305
313,46.222091,113.813641,0.43863073
314,44.972686,113.790783,0.437075
312,46.456636,114.668226,0.3787263
310,46.749367,115.56749,0.3219396
311,46.551357,116.521301,0.3208874
309,47.514797,116.151413,0.27989534
297,48.174681,116.399736,0.25005338
298,48.936503,116.084916,0.25171784
299,49.502569,114.960188,0.25005218
296,48.018618,117.141589,0.21400848
294,47.862556,117.996695,0.15029281
293,47.830982,118.977,0.13334452
291,48.80615,119.373383,0.15985794
295,48.389381,117.816426,0.21280055
288,49.866566,119.703788,0.22237934
289,49.893177,118.760886,0.21574908
290,49.873782,118.176443,0.2123991
282,50.78445,120.298101,0.26195002
277,51.701883,119.86899,0.2843641
278,52.509712,118.918296,0.25271365
279,52.529107,117.794088,0.23414032
280,52.236376,116.826769,0.22716458
281,51.689254,116.804431,0.22641404
272,55.314334,116.995609,0.34958428
273,53.565166,117.590442,0.34885243
264,56.003085,120.391093,0.2998123
257001,56.523145,120.557334,0.27745515
258001,57.349917,120.79319,0.25994763
259001,56.754082,122.187541,0.25701913
260001,55.085201,120.166147,0.3098927
261,57.124393,118.764523,0.28673023
262,56.046837,118.020072,0.28744408
263,56.693641,117.026779,0.28307453
255,62.654252,122.34547,0.18343894
258,60.790518,122.444696,0.17543575
259,59.242518,122.411447,0.17273328
260,57.923651,122.34547,0.17199208
256,63.084101,122.741853,0.18183652
257,63.628968,123.336166,0.17989643
254,62.683119,121.156843,0.1560758
250004,64.467919,122.520544,0.025859673
421,65.206286,125.176253,0.049984325
420,66.524251,125.37834,0.03762947
419,67.344258,125.513411,0.027403828
418,68.516082,125.749786,-0.001090716
416,69.424044,125.918106,-0.01164604
417,70.245855,126.946206,-0.015251036
415,68.838131,123.793331,0.007142221
414,67.819663,123.5315,0.014459598
413,66.573415,122.966279,0.017376712
250001,68.310855,122.274818,0.023451094
21,43.227127,106.024703,0.99447656
319,47.271682,111.883161,0.47172758
320,47.711454,112.371495,0.46974793
20,44.281679,107.036699,0.9865142
19,44.906832,103.25834,0.9989398
18,46.598266,101.045768,1
302,48.433583,114.933694,0.18615337
303,48.751573,114.168463,0.16927749
305,49.024006,112.880091,0.15009436
306,49.90716,113.669219,0.14538091
307,50.138097,113.169974,0.14495996
321,48.029444,112.737746,0.46687445
11,46.167965,100.220275,0.99758035
