,Id,latitude,longitude
0,1,55.75591,173.639309
1,2,59.452707,173.415922
2,3,59.283112,169.492621
3,4,56.481197,169.687955
4,5,54.592204,170.327985
5,6,49.681185,171.263093
6,7,49.721779,174.129722
7,8,46.936101,171.217377
8,9,44.08006,171.198675
9,10,43.98985,174.15258
10,11,40.395893,168.770509
11,12,38.302124,172.472501
12,13,60.64528,136.646402
13,14,37.691404,166.46079
14,15,35.819551,168.993896
15,16,28.549546,171.732726
16,17,30.812909,170.063037
17,18,34.110978,166.702879
18,19,36.240831,164.563558
19,20,38.860523,161.980579
20,21,42.424711,164.89708
21,22,44.743102,165.085141
22,23,47.345654,165.365674
23,24,49.853485,165.525681
24,25,53.827226,165.634777
25,26,56.521791,165.581788
26,27,59.219064,165.51633
27,28,64.049797,165.01241
28,29,65.834146,158.402229
29,30,63.140482,157.933636
30,31,59.047665,157.930519
31,32,59.157721,162.096949
32,33,56.520889,161.993048
33,34,61.187441,165.429053
34,35,53.812792,161.869405
35,36,51.032527,161.787324
36,37,47.816549,161.570171
37,38,44.716039,160.862605
38,39,41.007515,158.562237
39,40,42.633095,154.394768
40,41,46.730423,156.79592
41,42,49.010926,157.619855
42,43,51.297744,157.725834
43,44,53.884058,157.925324
44,45,56.52991,157.914934
45,46,58.898819,154.673223
46,47,56.604784,154.585946
47,48,53.917435,154.502825
48,49,51.633324,153.927214
49,50,48.554464,153.305886
50,51,44.464354,150.807067
51,52,46.107976,147.58302
52,53,69.24588,159.149278
53,54,50.198989,149.780526
54,55,52.055506,150.114048
55,56,54.05275,150.535886
56,57,56.648085,150.461077
57,58,58.822141,150.320811
58,59,63.514853,150.304187
59,60,63.339846,154.363598
60,61,66.553118,155.858733
61,62,71.364005,162.088636
62,63,75.615591,156.206802
63,64,70.149781,150.909929
64,65,47.829178,144.250915
65,66,51.632422,146.405822
66,67,54.305337,147.157026
67,68,56.599372,147.347165
68,69,58.667882,147.426129
69,70,49.839052,140.931279
70,71,53.220114,142.668503
71,72,56.674246,143.192164
72,73,58.489267,143.265934
73,74,58.556022,145.372007
74,75,71.292739,157.0058
75,76,63.534699,146.112821
76,77,69.000509,146.143991
77,78,69.55981,141.314673
78,79,65.134118,140.556196
79,80,60.625434,139.667843
80,81,58.480246,139.900581
81,82,54.618365,139.430948
82,83,50.871051,138.213229
83,84,51.121835,135.181398
84,85,57.855092,165.569319
85,86,56.206057,135.50453
86,87,58.188868,135.428682
87,88,51.514247,132.056056
88,89,52.059114,165.613997
89,90,55.093771,131.402519
90,91,56.67154,130.466371
91,92,53.060443,126.277084
92,93,54.208813,123.710729
93,94,67.265775,153.66954
94,95,56.786106,125.05313
95,96,59.434665,121.35945
96,97,59.356182,126.34358
97,98,59.109008,128.742654
98,99,64.165265,121.774015
99,100,61.520315,129.36606
100,101,66.860733,122.991734
101,102,70.717201,125.9872
102,103,73.731109,133.42651
103,104,65.752957,131.133416
104,105,67.353279,132.186972
105,106,73.74013,159.725928
106,107,72.211977,149.379468
107,108,75.289032,150.265743
108,109,73.263823,154.261775
109,110,69.627467,148.310327
110,111,50.256723,157.716483
111,112,52.324331,144.574047
112,113,60.710231,133.073247
113,114,71.383851,147.460417
