Id,latitude,longitude,# Result
179001,29.682581,123.32214,0.8587841
179,30.817419,122.942901,0.856503
177,31.494895,120.961509,0.8536052
174,32.097496,123.410455,0.8290122
173,32.001423,122.53509,0.8269067
171001,33.062741,122.549116,0.79104114
171,33.282401,123.111221,0.78215384
172,33.282401,123.645272,0.7793407
170,33.929205,122.478983,0.70509183
165,34.596758,122.459761,0.6630377
166,34.64953,123.252006,0.6434339
168,34.832656,124.011003,0.6294264
169,35.015331,124.699867,0.6262471
163,35.1741,122.45093,0.6074412
164,35.137565,121.734013,0.6028274
162,35.731597,122.444696,0.52572787
161,36.260226,122.45093,0.48761004
106,37.25118,122.642627,0.42498577
124,37.107747,124.624019,0.47067317
125,37.017086,125.444837,0.4864452
125001,36.906579,126.214224,0.461328
126,36.964313,127.079199,0.45949987
127,35.703181,124.987153,0.72338176
128,34.88137,126.498912,0.75156796
129,34.759135,127.145176,0.7584985
130,35.003153,127.862093,0.753575
132,33.438013,126.506185,0.8789207
131001,32.672583,125.753942,0.85621357
131,32.830902,126.526966,0.88269085
133,33.026206,127.187776,0.8694563
134,33.160618,128.058986,0.8361718
135,30.256315,125.135212,0.934013
136,30.256315,125.922781,0.9648491
137,31.061437,127.538961,0.899176
138,30.317206,127.87612,0.89634013
139,29.829171,125.767969,0.95967275
141,28.317707,124.955463,1.0147685
143,28.513011,126.318644,1.0436193
144,29.074567,126.852695,1.0490152
145,28.793563,127.513505,1.0517042
142,28.024976,127.063614,0.93864703
140001,28.317707,124.308679,1.0930624
151,28.305528,122.790686,1.1973575
152,28.281172,122.200528,1.2997766
107,37.882198,124.59129,0.8370874
108,38.743701,125.687965,1.2682941
109,38.726561,126.347217,1.3449794
110,38.611093,127.079199,1.4723402
111,39.015232,127.64494,1.4632354
113,37.773044,127.811182,1.5035535
114,37.397771,128.376923,1.483553
112,38.228152,127.531688,1.4994602
115,41.132005,127.178944,1.2678773
116,41.132005,127.630394,1.2743353
117,40.929033,128.259514,1.2925113
