Id,latitude,longitude,# Result
179001,29.682581,123.32214,1.0306047
179,30.817419,122.942901,1.0278002
177,31.494895,120.961509,1.0242391
174,32.097496,123.410455,0.9940103
173,32.001423,122.53509,0.9914223
171001,33.062741,122.549116,0.9473381
171,33.282401,123.111221,0.9364142
172,33.282401,123.645272,0.93295574
170,33.929205,122.478983,0.84169304
165,34.596758,122.459761,0.79000217
166,34.64953,123.252006,0.7659061
168,34.832656,124.011003,0.7486887
169,35.015331,124.699867,0.74478084
163,35.1741,122.45093,0.7216653
164,35.137565,121.734013,0.71599436
162,35.731597,122.444696,0.6212277
161,36.260226,122.45093,0.57437426
106,37.25118,122.642627,0.49739966
124,37.107747,124.624019,0.55149853
125,37.017086,125.444837,0.57088405
125001,36.906579,126.214224,0.5400119
126,36.964313,127.079199,0.5377641
127,35.703181,124.987153,0.86278486
128,34.88137,126.498912,0.89750737
129,34.759135,127.145176,0.90602607
130,35.003153,127.862093,0.89997476
132,33.438013,126.506185,1.0543969
131001,32.672583,125.753942,1.0264864
131,32.830902,126.526966,1.0590304
133,33.026206,127.187776,1.0427629
134,33.160618,128.058986,1.0018514
135,30.256315,125.135212,1.122359
136,30.256315,125.922781,1.1602619
137,31.061437,127.538961,1.0795395
138,30.317206,127.87612,1.0760535
139,29.829171,125.767969,1.1538988
141,28.317707,124.955463,1.2219132
143,28.513011,126.318644,1.2573752
144,29.074567,126.852695,1.2640074
145,28.793563,127.513505,1.2673123
142,28.024976,127.063614,1.1283474
140001,28.317707,124.308679,1.318466
151,28.305528,122.790686,1.4470837
152,28.281172,122.200528,1.5735875
107,37.882198,124.59129,0.9606844
108,38.743701,125.687965,1.435564
109,38.726561,126.347217,1.5298223
110,38.611093,127.079199,1.6863688
111,39.015232,127.64494,1.675177
113,37.773044,127.811182,1.7247345
114,37.397771,128.376923,1.7001506
112,38.228152,127.531688,1.7197034
115,41.132005,127.178944,1.4315468
116,41.132005,127.630394,1.4394847
117,40.929033,128.259514,1.461826
118,39.980928,129.252288,1.3966802
119,40.698998,128.954612,1.4379593
105,37.366198,121.619202,0.700544
102,37.193897,120.694484,0.91150284
103,37.904299,120.830074,0.89048594
104,38.118998,121.459714,0.87489134
100,37.017086,119.744829,1.2549914
101,38.470365,119.525598,1.24818
96,37.050464,118.613866,1.7176983
97,35.703181,118.713092,1.7517426
98,35.052317,119.070511,1.7363061
99,34.368527,119.463776,1.7130065
93,37.022047,117.590442,1.7959023
94,38.294456,117.074573,1.7828412
95,39.349008,117.546803,1.7452315
92,36.792464,116.797677,1.8622384
160,35.461869,116.630916,2.224895
159001,34.104212,117.163409,2.2614222
159,32.925171,117.67616,2.277181
156,32.00458,118.250732,2.26658
157,32.636048,119.702749,2.243901
158,33.001849,120.489799,2.2202342
155,31.097972,118.690753,2.2215939
154,31.220206,119.758855,2.2004955
153,28.999242,119.927694,1.9476061
