,Id,latitude,longitude
0,208,466766.71,752116.92
1,209,469511.34,753286.15
2,210,462566.52,748743.88
3,211,470510.61,752325.79
4,212,467011.7,748767.86
5,213,469732.12,753541.86
6,214,467646.2,752773.77
7,215,467833.3,749626.92
8,216,467877.13,749144.99
9,217,469299.32,753028.69
10,218,469900.34,753739.77
11,219,467891.74,748787.19
12,220,466474.49,753416.69
13,221,470530.69,753890.76
14,222,466395.24,748748.82
15,223,469895.54,754187.95
16,224,466618.3,753037.53
17,225,468720.99,753075.92
18,226,470080.33,748880.42
19,227,466518.33,751306.4
20,228,466861.68,752518.54
21,229,470513.87,751242.32
22,230,467636.05,749882.5
23,231,467923.29,752941.63
24,232,469208.0,752874.49
25,233,466598.73,750637.93
26,234,463567.87,748724.76
27,235,467015.09,750247.6
28,236,465535.54,754671.39
29,237,464938.27,754688.84
30,238,464805.54,754723.73
31,239,464459.75,754831.91
32,240,464040.61,755104.09
33,241,463701.8,755491.43
34,242,463466.78,755972.76
35,243,463396.92,756164.68
36,244,463320.08,756656.7
37,245,463382.95,757162.68
38,246,463460.1,757399.58
39,247,463645.22,757804.36
40,248,463949.09,758125.4
41,249,464745.46,758582.53
42,250,466420.88,758667.55
43,251,467802.93,758786.66
44,252,468410.68,758727.33
45,253,468690.11,758797.12
46,254,469151.16,758915.77
47,255,469862.24,758779.83
48,256,470271.05,755599.1
49,257,469578.16,755168.09
50,258,468970.41,755122.73
51,259,468470.93,755161.11
52,260,467772.36,755080.85
53,261,466250.73,754933.86
54,264,464295.21,754424.35
55,265,464261.09,754024.6
56,266,464093.6,754477.03
57,267,462263.57,754306.59
58,268,462362.82,754569.99
59,269,462468.28,754814.79
60,270,462579.95,755065.8
61,272,463544.55,755394.88
62,273,463891.95,754992.03
63,274,463696.54,755193.46
64,275,464199.04,755546.81
65,276,465065.89,755395.2
66,277,463302.44,755883.97
67,278,462238.54,755781.71
68,279,462344.0,756023.42
69,280,462449.46,756271.32
70,281,462567.32,756519.23
71,282,463138.04,756646.28
72,283,463159.76,756385.98
73,284,463212.49,756138.07
74,285,463904.42,756588.88
75,286,463829.98,756889.47
76,289,463290.23,757476.58
77,290,462964.55,757420.8
78,291,464587.96,756150.45
79,292,464510.31,756988.98
80,296,464442.07,757552.96
81,297,464299.12,757781.29
82,298,464078.89,757982.72
83,299,465117.98,758487.82
84,301,463823.01,758272.19
85,302,463566.05,758391.76
86,303,463770.21,758887.62
87,304,464034.22,759052.91
88,305,464611.51,759014.22
89,306,464681.91,758750.47
90,310,466511.83,754529.47
91,311,466881.44,754318.46
92,312,467205.29,754427.48
93,313,467198.25,754578.7
94,314,466846.24,754831.91
95,315,467483.38,754445.06
96,316,467486.9,754575.18
97,317,467789.63,754891.69
98,318,468187.4,754677.17
99,319,467877.63,754357.14
100,321,468445.54,755367.84
101,322,468343.46,755951.62
102,323,468273.47,756615.5
103,324,468340.36,756939.04
104,325,469072.65,758583.75
105,326,467755.33,755259.4
106,331,468036.28,756953.17
107,332,467004.89,756886.35
108,333,468060.92,757227.48
109,334,468064.44,757487.72
110,335,468092.76,757757.53
111,336,468159.64,758021.29
112,337,468289.89,758263.95
113,338,468430.69,758559.35
114,339,467033.05,757183.96
115,340,467026.01,757437.16
116,341,466920.41,757693.89
117,342,466758.48,757908.41
118,343,466557.84,758063.15
119,344,466466.32,758207.33
120,345,466445.2,758481.64
121,346,467779.31,757503.98
122,347,467233.7,757479.37
123,349,467029.57,756597.85
124,350,466811.32,756488.84
125,351,466547.32,756467.73
126,352,466086.18,756443.12
