Id,latitude,longitude,# Result
1,68.003992,156.744335,7.26E-06
2,77.048656,148.989553,0.003379619
3,77.048656,144.564523,0.00401179
4,76.756914,133.129518,0.004725608
5,71.724012,128.266344,0.012943066
6,61.439311,128.923532,0.022306804
7,57.263467,128.923532,0.05648776
8,56.935213,141.169085,1
9,57.008148,152.954562,0.051598474
10,69.608705,147.543749,0.003475779
11,71.304566,142.658698,0.004012309
12,75.717517,134.662939,0.004372587
13,70.465764,130.697931,0.005768471
14,68.623987,134.180987,0.008078789
15,66.235196,138.737498,0.006472829
16,63.262831,144.389287,0.046587493
17,72.088689,156.678594,0.000487672
18,72.143413,148.047579,0.00344986
19,73.893997,137.53267,0.004193485
20,68.003992,135.385869,0.007401258
21,66.891659,133.019968,0.010124341
22,64.101678,137.247885,0.00885896
23,62.387561,140.424278,0.098763056
24,57.135808,136.305911,0.18474115
25,61.147569,142.768193,0.094901085
26,69.13458,141.059535,0.004911061
27,65.852262,146.360799,0.01754128
28,56.989937,146.49228,0.29607975
29,61.092845,148.68289,0.042487577
30,60.181108,150.457289,0.03439842
31,68.405181,154.049894,0.000807775
32,68.058716,147.368513,0.007350327
33,66.873403,152.450732,0.003063403
34,66.563405,153.699368,0.001742426
35,61.512246,153.896536,0.012497513
36,61.56697,156.96338,0.013921779
37,69.13458,159.76737,0
