# Result,,Id
1.0343314,0,179001
1.0318745,1,179
1.0287539,2,177
1.0022676,3,174
1,4,173
0.93775403,5,171001
0.9281825,6,171
0.9251522,7,172
0.8105055,8,170
0.75461316,9,165
0.7335007,10,166
0.7184143,11,168
0.7149908,12,169
0.685107,13,163
0.680138,14,164
0.58175725,15,162
0.5339982,16,161
0.45619157,17,106
0.50337815,18,124
0.5203639,19,125
0.49331418,20,125001
0.49134398,21,126
0.7756454,22,127
0.80601317,23,128
0.81347734,24,129
0.8081752,25,130
0.94322497,26,132
0.91876984,27,131001
0.94728494,28,131
0.9330319,29,133
0.897185,30,134
1.0025965,31,135
1.035807,32,136
0.96507746,33,137
0.9620232,34,138
1.0302315,35,139
1.0896142,36,141
1.120686,37,143
1.1264974,38,144
1.1293932,39,145
1.0076324,40,142
1.1739949,41,140001
1.2863982,42,151
1.3968165,43,152
0.861217,44,107
1.2763863,45,108
1.3589753,46,109
1.4961413,47,110
1.4863352,48,111
1.5297574,49,113
1.508217,50,114
1.5253491,51,112
1.2727555,52,115
1.2797107,53,116
1.299286,54,117
1.2422056,55,118
1.2783742,56,119
0.6333929,57,105
0.81735295,58,102
0.7989373,59,103
0.78527397,60,104
1.1165137,61,100
1.110545,62,101
1.5189816,63,96
1.5488112,64,97
1.5352857,65,98
1.5148704,66,99
1.5867505,67,93
1.5753063,68,94
1.5423528,69,95
1.6443112,70,92
1.9633617,71,160
1.9956869,72,159001
2.0099456,73,159
2.0010126,74,156
1.9811411,75,157
1.9604044,76,158
1.9618633,77,155
1.9433773,78,154
1.7232033,79,153
2.8449767,80,55
3.0422142,81,59
2.9668112,82,60
2.9332144,83,61
2.932732,84,62
1.3073394,85,147
1.4205917,86,150
1.4831998,87,148
1.4598912,88,149
2.989469,89,63
2.9524138,90,64
2.940969,91,65
2.900782,92,66
2.8310719,93,67
2.7607503,94,68
2.757024,95,69
2.6372743,96,70
2.484357,97,71
2.478298,98,72
2.8107219,99,56
2.730954,100,57
2.707163,101,58
2.7260025,102,53
2.6830828,103,54
2.7427533,104,52
2.502453,105,46001
2.4833097,106,50
2.431549,107,51
2.4533327,108,47
2.3818746,109,48
2.3410442,110,49
2.1665719,111,42
2.1455555,112,45
2.1195142,113,46
2.1433716,114,41
1.9706535,115,35
2.0308566,116,36
2.0166035,117,39
2.0117555,118,40
2.0257668,119,37
1.7339826,120,91
1.3249071,121,90
1.2561907,122,89
1.7930753,123,31
1.8185549,124,32
1.7946031,125,34
1.8024795,126,33
1.5244511,127,28001
1.6310722,128,28
1.6447483,129,29
1.6385369,130,30
2.1796274,131,27
2.7060876,132,26
2.760304,133,23
2.9829595,134,22
1.1194204,135,87
1.0549912,136,86
1.0122386,137,83
0.88739765,138,77
0.999733,139,81
0.98400545,140,78
0.9208566,141,79
0.9059068,142,80
0.2592078,143,82
0.99465585,144,84
0.9897777,145,85
0.94288754,146,121
0.7245478,147,122
0.46708748,148,123
1.1012251,149,120
0.70501864,150,75
0.87678874,151,76
0.6868118,152,73
0.68296343,153,74
0.42488426,154,227
0.27073652,155,215001
0.63061297,156,215
1.7751933,157,219
1.7783744,158,220
1.9515554,159,221
1.9426076,160,222
1.9223531,161,223
1.9950238,162,223001
2.007038,163,224
1.9790515,164,225
1.9722999,165,226
0.6188381,166,214
0.58759964,167,216
0.5859031,168,217
0.582418,169,218
0.4369445,170,201
0.46272266,171,203
0.51856714,172,204
0.60123163,173,205
0.4987994,174,211
0.49064884,175,212
0.71434855,176,206
0.7533271,177,207
0.7975292,178,208
0.76798195,179,209
0.75895303,180,210
0.80479527,181,213
0.4158038,182,200001
0.41679248,183,199
0.4333647,184,196
0.44463617,185,197
0.44181857,186,198
0.78397965,187,233
0.78719115,188,232
0.8009246,189,231
0.80245954,190,230
0.8126894,191,234
0.40273023,192,194
0.39685208,193,195
0.39742032,194,192
0.39429942,195,193
0.78662664,196,234001
0.8487757,197,235
0.64423174,198,236
0.6403161,199,237
0.6330027,200,238
0.63166946,201,240
0.5606557,202,239
0.34135142,203,190001
0.29874194,204,187
0.3350516,205,188
0.4020257,206,189
0.29478854,207,186
0.2924252,208,185
0.85703593,209,235001
0.8507009,210,241
0.84555084,211,242
0.80436516,212,243
0.7606625,213,244
0.648441,214,245
0.22758876,215,183
0.22501303,216,184
0.23830509,217,182
0.21806027,218,249
0.25044844,219,248
0.4033203,220,247
0.5039112,221,246
0.1751748,222,181
0.0353474,223,266
0.16298229,224,180004
0.32166523,225,190
0.31954432,226,191
0.20707986,227,180003
0.20380399,228,180002
0.17911379,229,180001
0.14321509,230,180
0.009459521,231,287
0.011974467,232,286
0.029141024,233,285
0.044006422,234,284
0.41200545,235,200
0.9928704,236,274
0.98350716,237,275
0.979356,238,276
1.0895295,239,265
1.0964069,240,268
1.1255927,241,269
1.1619321,242,271
1.1586903,243,270
1.5352819,244,318
1.5388567,245,317
1.5299903,246,316
1.514143,247,315
1.44201,248,313
1.4368589,249,314
1.2454486,250,312
1.0589759,251,310
1.0554916,252,311
0.92072,253,309
0.8225435,254,297
0.82805383,255,298
0.82253957,256,299
0.7037296,257,296
0.49369934,258,294
0.43790996,259,293
0.5258386,260,291
0.6997304,261,295
0.73316836,262,288
0.7112165,263,289
0.70012486,264,290
0.8644609,265,282
0.9388328,266,277
0.8340397,267,278
0.77254415,268,279
0.74944776,269,280
0.7469627,270,281
1.1552663,271,272
1.1528431,272,273
0.9908687,273,264
0.91698796,274,257001
0.8591408,275,258001
0.8494447,276,259001
1.0241733,277,260001
0.9474832,278,261
0.94984674,279,262
0.9353789,280,263
