Id,latitude,longitude,# Result
1,55.75591,173.639309,46.193817
2,59.452707,173.415922,46.187218
3,59.283112,169.492621,46.175808
4,56.481197,169.687955,46.19708
5,54.592204,170.327985,46.240326
6,49.681185,171.263093,46.30908
7,49.721779,174.129722,46.325558
8,46.936101,171.217377,46.31634
9,44.08006,171.198675,46.32817
10,43.98985,174.15258,46.329647
11,40.395893,168.770509,46.334843
12,38.302124,172.472501,46.336178
13,60.64528,136.646402,43.21205
14,37.691404,166.46079,46.33863
15,35.819551,168.993896,46.340607
16,28.549546,171.732726,46.352097
17,30.812909,170.063037,46.35184
18,34.110978,166.702879,46.342697
19,36.240831,164.563558,46.338524
20,38.860523,161.980579,46.32986
21,42.424711,164.89708,46.329292
22,44.743102,165.085141,46.326637
23,47.345654,165.365674,46.311954
24,49.853485,165.525681,46.301445
25,53.827226,165.634777,46.261955
26,56.521791,165.581788,46.185913
27,59.219064,165.51633,46.096333
28,64.049797,165.01241,45.80447
29,65.834146,158.402229,45.388336
30,63.140482,157.933636,45.18549
31,59.047665,157.930519,45.45108
32,59.157721,162.096949,46.01662
33,56.520889,161.993048,46.16538
34,61.187441,165.429053,45.99183
35,53.812792,161.869405,46.223698
36,51.032527,161.787324,46.26934
37,47.816549,161.570171,46.300137
38,44.716039,160.862605,46.316135
39,41.007515,158.562237,46.31964
40,42.633095,154.394768,46.31419
41,46.730423,156.79592,46.307465
42,49.010926,157.619855,46.29164
43,51.297744,157.725834,46.234993
44,53.884058,157.925324,45.88542
45,56.52991,157.914934,45.5112
46,58.898819,154.673223,45.16899
47,56.604784,154.585946,45.331375
48,53.917435,154.502825,45.33172
49,51.633324,153.927214,46.27595
50,48.554464,153.305886,46.304287
51,44.464354,150.807067,46.313286
52,46.107976,147.58302,43.946396
53,69.24588,159.149278,38.289562
54,50.198989,149.780526,43.94904
55,52.055506,150.114048,43.95403
56,54.05275,150.535886,43.957806
57,56.648085,150.461077,43.95862
58,58.822141,150.320811,43.975586
59,63.514853,150.304187,43.340027
60,63.339846,154.363598,44.36252
61,66.553118,155.858733,38.289776
62,71.364005,162.088636,38.289394
63,75.615591,156.206802,38.28883
64,70.149781,150.909929,38.275494
65,47.829178,144.250915,43.940693
66,51.632422,146.405822,43.940605
67,54.305337,147.157026,43.939697
68,56.599372,147.347165,43.93719
69,58.667882,147.426129,43.903385
70,49.839052,140.931279,43.93274
71,53.220114,142.668503,43.92137
72,56.674246,143.192164,43.848804
73,58.489267,143.265934,43.803917
74,58.556022,145.372007,43.754585
75,71.292739,157.0058,38.288876
76,63.534699,146.112821,42.74812
77,69.000509,146.143991,40.801727
78,69.55981,141.314673,42.327374
79,65.134118,140.556196,42.848663
80,60.625434,139.667843,43.19333
81,58.480246,139.900581,43.256687
82,54.618365,139.430948,43.283516
83,50.871051,138.213229,43.286274
84,51.121835,135.181398,43.286705
85,57.855092,165.569319,46.15128
86,56.206057,135.50453,43.284893
87,58.188868,135.428682,43.28019
88,51.514247,132.056056,43.286774
89,52.059114,165.613997,46.298557
90,55.093771,131.402519,43.28492
91,56.67154,130.466371,43.279804
92,53.060443,126.277084,43.285027
93,54.208813,123.710729,43.283325
94,67.265775,153.66954,38.287956
95,56.786106,125.05313,43.280373
96,59.434665,121.35945,43.262745
97,59.356182,126.34358,43.27104
98,59.109008,128.742654,43.26406
99,64.165265,121.774015,43.201843
100,61.520315,129.36606,43.21212
101,66.860733,122.991734,43.127586
102,70.717201,125.9872,43.06782
103,73.731109,133.42651,42.938606
104,65.752957,131.133416,43.089344
105,67.353279,132.186972,43.06749
106,73.74013,159.725928,38.289097
107,72.211977,149.379468,38.279156
108,75.289032,150.265743,38.283485
109,73.263823,154.261775,38.286556
110,69.627467,148.310327,38.224922
111,50.256723,157.716483,46.26622
112,52.324331,144.574047,43.93405
113,60.710231,133.073247,43.214497
114,71.383851,147.460417,0
