Id,latitude,longitude
1,64.416319,105.994821
2,69.687185,105.994821
3,69.765845,113.460756
4,69.608525,121.02124
5,64.416319,113.082775
6,69.451159,128.014699
7,64.180338,127.825709
8,59.381523,128.014699
9,58.988177,113.366261
10,53.245304,113.271765
11,64.180338,136.047714
12,59.066837,135.858724
13,58.752151,143.986234
14,52.851958,135.764229
15,46.401098,123.667432
16,64.180338,143.986234
17,63.865652,151.452223
18,68.979153,151.641214
19,68.979153,143.702748
20,74.092654,143.608199
21,77.71143,151.924753
22,41.051572,123.572936
23,74.250019,160.241308
24,68.900493,160.146813
25,58.516126,151.263233
26,53.166644,151.452223
27,52.773298,143.702748
28,46.086412,135.480689
29,40.972911,151.452223
30,53.245304,160.241308
31,58.988177,160.146813
32,69.057813,169.408374
33,69.057813,178.291954
34,58.988177,178.480945
35,58.752151,169.030339
99,58.752151,105.900271
