58,0.188273035,1
31,0.122321032,2
79,0.104226831,3
74,0.094616902,4
27,0.094019214,5
69,0.088879312,6
109,0.087531839,7
80,0.082877171,8
43,0.080916449,9
64,0.077751385,10
57,0.072091954,11
46,0.070415152,12
26,0.068527387,13
59,0.067653316,14
38,0.066562206,15
47,0.060223059,16
19,0.059497678,17
6,0.054214281,18
4,0.054176551,19
37,0.0537334,20
32,0.051307483,21
24,0.050431352,22
30,0.050421907,23
78,0.049565179,24
36,0.047927674,25
11,0.046375758,26
66,0.046184477,27
21,0.045221498,28
110,0.045105613,29
45,0.043746158,30
81,0.042151366,31
91,0.040411607,32
98,0.03940787,33
18,0.039052256,34
90,0.038599547,35
75,0.038093011,36
103,0.038050274,37
68,0.037706015,38
39,0.036720756,39
3,0.036043385,40
87,0.035258249,41
86,0.032796961,42
23,0.032714692,43
105,0.03271173,44
33,0.032688492,45
76,0.02875826,46
99,0.028062129,47
96,0.027630588,48
10,0.027610215,49
15,0.026125481,50
54,0.025882636,51
82,0.02581817,52
41,0.025374779,53
60,0.023590413,54
9,0.022885734,55
77,0.02272704,56
97,0.022139474,57
12,0.021799773,58
22,0.021179236,59
102,0.020324942,60
93,0.019924231,61
14,0.01970623,62
94,0.018958925,63
13,0.018426696,64
17,0.01789922,65
44,0.016388075,66
50,0.015892215,67
67,0.015818263,68
53,0.015768439,69
112,0.015300606,70
65,0.015134089,71
71,0.015055686,72
8,0.014991855,73
92,0.014734976,74
42,0.014243534,75
101,0.014030854,76
106,0.013978489,77
88,0.013581952,78
56,0.012866315,79
73,0.012786187,80
104,0.012329736,81
72,0.011999213,82
5,0.011928841,83
107,0.011364686,84
28,0.010821768,85
63,0.010655276,86
84,0.010383172,87
25,0.010266761,88
20,0.010262547,89
89,0.010257331,90
61,0.010194293,91
29,0.009326774,92
85,0.008671436,93
35,0.008581432,94
55,0.008345418,95
51,0.007722806,96
2,0.00752971,97
34,0.006097576,98
52,0.006078292,99
40,0.00540992,100
1,0.004884484,101
83,0.00440773,102
7,0.003868417,103
49,0.003167718,104
70,0.002962145,105
111,0.002697011,106
100,0.002182096,107
95,0.000808241,108
108,0.000753538,109
62,0.000258312,110
16,0,112.5
48,0,112.5
113,0,112.5
114,0,112.5
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
