Id,Source,Target,Weight,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
1,126,125001,0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975,-0.0024975
2,125001,125,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996,0.03996
3,125,124,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995,0.004995
4,124,106,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975
8,106,161,0.04400704,0.044007126,0.044007137,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714,0.04400714
10,161,162,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975,0.0024975
11,162,163,0.03901204,0.03901213,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138,0.039012138
12,163,164,0.039265674,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703,-0.039265703
13,163,165,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999,0.00999
15,165,166,0.03328916,0.033289175,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918,0.03328918
