Id,latitude,longitude
1,68.003992,156.744335
2,77.048656,148.989553
3,77.048656,144.564523
4,76.756914,133.129518
5,71.724012,128.266344
6,61.439311,128.923532
7,57.263467,128.923532
8,56.935213,141.169085
9,57.008148,152.954562
10,69.608705,147.543749
11,71.304566,142.658698
12,75.717517,134.662939
13,70.465764,130.697931
14,68.623987,134.180987
15,66.235196,138.737498
16,63.262831,144.389287
17,72.088689,156.678594
18,72.143413,148.047579
19,73.893997,137.53267
20,68.003992,135.385869
21,66.891659,133.019968
22,64.101678,137.247885
23,62.387561,140.424278
24,57.135808,136.305911
25,61.147569,142.768193
26,69.13458,141.059535
27,65.852262,146.360799
28,56.989937,146.49228
29,61.092845,148.68289
30,60.181108,150.457289
31,68.405181,154.049894
32,68.058716,147.368513
33,66.873403,152.450732
34,66.563405,153.699368
35,61.512246,153.896536
36,61.56697,156.96338
37,69.13458,159.76737
