1,1
2,1
4,1
6,2
7,2
8,2
9,2
10,2
11,2
12,2
14,2
15,2
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,3
28,4
29,4
30,4
37,5
38,5
39,5
40,5
41,5
42,5
43,5
44,5
47,6
48,6
49,5
50,5
51,5
52,7
53,8
54,9
55,9
61,8
62,8
65,7
66,7
67,7
73,10
74,10
75,11
77,12
78,12
79,13
80,13
82,14
83,14
84,14
86,14
87,14
88,14
89,3
90,14
93,12
94,11
95,12
96,12
97,12
98,12
99,12
100,12
101,12
102,12
103,12
104,12
105,12
106,11
107,11
108,11
109,11
113,12
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
