 Node ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,47.217410,47.217580,47.217580,47.217580,47.217580,47.217580,47.217580,47.217580,47.217580,47.217580,47.217580,
2,47.224010,47.224190,47.224190,47.224190,47.224190,47.224190,47.224190,47.224190,47.224190,47.224190,47.224190,
3,47.235420,47.235600,47.235600,47.235600,47.235600,47.235600,47.235600,47.235600,47.235600,47.235600,47.235600,
4,47.214150,47.214320,47.214320,47.214320,47.214320,47.214320,47.214320,47.214320,47.214320,47.214320,47.214320,
5,47.170880,47.171050,47.171050,47.171050,47.171050,47.171050,47.171050,47.171050,47.171050,47.171050,47.171050,
6,47.102120,47.102290,47.102290,47.102290,47.102290,47.102290,47.102290,47.102290,47.102290,47.102290,47.102290,
7,47.085630,47.085800,47.085800,47.085800,47.085800,47.085800,47.085800,47.085800,47.085800,47.085800,47.085800,
8,47.094850,47.095020,47.095020,47.095020,47.095020,47.095020,47.095020,47.095020,47.095020,47.095020,47.095020,
9,47.083020,47.083190,47.083190,47.083190,47.083190,47.083190,47.083190,47.083190,47.083190,47.083190,47.083190,
10,47.081540,47.081710,47.081710,47.081710,47.081710,47.081710,47.081710,47.081710,47.081710,47.081710,47.081710,
11,47.076340,47.076520,47.076520,47.076520,47.076520,47.076520,47.076520,47.076520,47.076520,47.076520,47.076520,
12,47.075000,47.075180,47.075180,47.075180,47.075180,47.075180,47.075180,47.075180,47.075180,47.075180,47.075180,
13,50.204670,50.204850,50.204850,50.204850,50.204850,50.204850,50.204850,50.204850,50.204850,50.204850,50.204850,
14,47.072550,47.072730,47.072730,47.072730,47.072730,47.072730,47.072730,47.072730,47.072730,47.072730,47.072730,
15,47.070580,47.070760,47.070760,47.070760,47.070760,47.070760,47.070760,47.070760,47.070760,47.070760,47.070760,
16,47.059090,47.059260,47.059260,47.059260,47.059260,47.059260,47.059260,47.059260,47.059260,47.059260,47.059260,
17,47.059330,47.059510,47.059510,47.059510,47.059510,47.059510,47.059510,47.059510,47.059510,47.059510,47.059510,
18,47.068490,47.068660,47.068660,47.068660,47.068660,47.068660,47.068660,47.068660,47.068660,47.068660,47.068660,
19,47.072660,47.072830,47.072830,47.072830,47.072830,47.072830,47.072830,47.072830,47.072830,47.072830,47.072830,
