 Node ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,47.217420,47.217590,47.217590,47.217590,47.217590,47.217590,47.217590,47.217590,47.217590,47.217590,47.217590,
2,47.224020,47.224190,47.224190,47.224190,47.224190,47.224190,47.224190,47.224190,47.224190,47.224190,47.224190,
3,47.235430,47.235600,47.235600,47.235600,47.235600,47.235600,47.235600,47.235600,47.235600,47.235600,47.235600,
4,47.214150,47.214320,47.214320,47.214320,47.214320,47.214320,47.214320,47.214320,47.214320,47.214320,47.214320,
5,47.170890,47.171060,47.171060,47.171060,47.171060,47.171060,47.171060,47.171060,47.171060,47.171060,47.171060,
6,47.102120,47.102290,47.102290,47.102290,47.102290,47.102290,47.102290,47.102290,47.102290,47.102290,47.102290,
7,47.085630,47.085810,47.085810,47.085810,47.085810,47.085810,47.085810,47.085810,47.085810,47.085810,47.085810,
8,47.094860,47.095030,47.095030,47.095030,47.095030,47.095030,47.095030,47.095030,47.095030,47.095030,47.095030,
9,47.083020,47.083190,47.083190,47.083190,47.083190,47.083190,47.083190,47.083190,47.083190,47.083190,47.083190,
10,47.081540,47.081720,47.081720,47.081720,47.081720,47.081720,47.081720,47.081720,47.081720,47.081720,47.081720,
11,47.076350,47.076530,47.076530,47.076530,47.076530,47.076530,47.076530,47.076530,47.076530,47.076530,47.076530,
12,47.075010,47.075180,47.075180,47.075180,47.075180,47.075180,47.075180,47.075180,47.075180,47.075180,47.075180,
13,50.204620,50.204810,50.204810,50.204810,50.204810,50.204810,50.204810,50.204810,50.204810,50.204810,50.204810,
14,47.072560,47.072730,47.072730,47.072730,47.072730,47.072730,47.072730,47.072730,47.072730,47.072730,47.072730,
15,47.070590,47.070760,47.070760,47.070760,47.070760,47.070760,47.070760,47.070760,47.070760,47.070760,47.070760,
16,47.059090,47.059260,47.059260,47.059260,47.059260,47.059260,47.059260,47.059260,47.059260,47.059260,47.059260,
17,47.059340,47.059520,47.059520,47.059520,47.059520,47.059520,47.059520,47.059520,47.059520,47.059520,47.059520,
18,47.068490,47.068660,47.068660,47.068660,47.068660,47.068660,47.068660,47.068660,47.068660,47.068660,47.068660,
19,47.072670,47.072840,47.072840,47.072840,47.072840,47.072840,47.072840,47.072840,47.072840,47.072840,47.072840,
20,47.081330,47.081500,47.081500,47.081500,47.081500,47.081500,47.081500,47.081500,47.081500,47.081500,47.081500,
21,47.081900,47.082070,47.082070,47.082070,47.082070,47.082070,47.082070,47.082070,47.082070,47.082070,47.082070,
22,47.084560,47.084730,47.084730,47.084730,47.084730,47.084730,47.084730,47.084730,47.084730,47.084730,47.084730,
23,47.099240,47.099410,47.099410,47.099410,47.099410,47.099410,47.099410,47.099410,47.099410,47.099410,47.099410,
24,47.109760,47.109930,47.109930,47.109930,47.109930,47.109930,47.109930,47.109930,47.109930,47.109930,47.109930,
25,47.149250,47.149430,47.149430,47.149430,47.149430,47.149430,47.149430,47.149430,47.149430,47.149430,47.149430,
26,47.225320,47.225490,47.225490,47.225490,47.225490,47.225490,47.225490,47.225490,47.225490,47.225490,47.225490,
27,47.314930,47.315110,47.315110,47.315110,47.315110,47.315110,47.315110,47.315110,47.315110,47.315110,47.315110,
28,47.606950,47.607120,47.607120,47.607120,47.607120,47.607120,47.607120,47.607120,47.607120,47.607120,47.607120,
29,48.023280,48.023460,48.023460,48.023460,48.023460,48.023460,48.023460,48.023460,48.023460,48.023460,48.023460,
30,48.226230,48.226410,48.226410,48.226410,48.226410,48.226410,48.226410,48.226410,48.226410,48.226410,48.226410,
31,47.960240,47.960410,47.960410,47.960410,47.960410,47.960410,47.960410,47.960410,47.960410,47.960410,47.960410,
32,47.394650,47.394820,47.394820,47.394820,47.394820,47.394820,47.394820,47.394820,47.394820,47.394820,47.394820,
33,47.245850,47.246030,47.246030,47.246030,47.246030,47.246030,47.246030,47.246030,47.246030,47.246030,47.246030,
34,47.419490,47.419670,47.419670,47.419670,47.419670,47.419670,47.419670,47.419670,47.419670,47.419670,47.419670,
35,47.187520,47.187690,47.187690,47.187690,47.187690,47.187690,47.187690,47.187690,47.187690,47.187690,47.187690,
36,47.141860,47.142030,47.142030,47.142030,47.142030,47.142030,47.142030,47.142030,47.142030,47.142030,47.142030,
37,47.111060,47.111230,47.111230,47.111230,47.111230,47.111230,47.111230,47.111230,47.111230,47.111230,47.111230,
38,47.095060,47.095230,47.095230,47.095230,47.095230,47.095230,47.095230,47.095230,47.095230,47.095230,47.095230,
39,47.091550,47.091730,47.091730,47.091730,47.091730,47.091730,47.091730,47.091730,47.091730,47.091730,47.091730,
