 Node ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,47.209510,47.209670,47.209670,47.209670,47.209670,47.209670,47.209670,47.209670,47.209670,47.209670,47.209670,
2,47.216170,47.216340,47.216340,47.216340,47.216340,47.216340,47.216340,47.216340,47.216340,47.216340,47.216340,
3,47.227650,47.227830,47.227830,47.227830,47.227830,47.227830,47.227830,47.227830,47.227830,47.227830,47.227830,
4,47.206200,47.206370,47.206370,47.206370,47.206370,47.206370,47.206370,47.206370,47.206370,47.206370,47.206370,
5,47.162150,47.162320,47.162320,47.162320,47.162320,47.162320,47.162320,47.162320,47.162320,47.162320,47.162320,
6,47.094350,47.094520,47.094520,47.094520,47.094520,47.094520,47.094520,47.094520,47.094520,47.094520,47.094520,
7,47.077930,47.078100,47.078100,47.078100,47.078100,47.078100,47.078100,47.078100,47.078100,47.078100,47.078100,
8,47.087180,47.087350,47.087350,47.087350,47.087350,47.087350,47.087350,47.087350,47.087350,47.087350,47.087350,
9,47.075390,47.075560,47.075560,47.075560,47.075560,47.075560,47.075560,47.075560,47.075560,47.075560,47.075560,
10,47.073910,47.074070,47.074070,47.074070,47.074070,47.074070,47.074070,47.074070,47.074070,47.074070,47.074070,
11,47.068750,47.068920,47.068920,47.068920,47.068920,47.068920,47.068920,47.068920,47.068920,47.068920,47.068920,
12,47.067410,47.067570,47.067570,47.067570,47.067570,47.067570,47.067570,47.067570,47.067570,47.067570,47.067570,
13,50.207240,50.207420,50.207420,50.207420,50.207420,50.207420,50.207420,50.207420,50.207420,50.207420,50.207420,
14,47.064990,47.065130,47.065130,47.065130,47.065130,47.065130,47.065130,47.065130,47.065130,47.065130,47.065130,
15,47.063000,47.063150,47.063150,47.063150,47.063150,47.063150,47.063150,47.063150,47.063150,47.063150,47.063150,
16,47.051480,47.051660,47.051660,47.051660,47.051660,47.051660,47.051660,47.051660,47.051660,47.051660,47.051660,
17,47.051740,47.051910,47.051910,47.051910,47.051910,47.051910,47.051910,47.051910,47.051910,47.051910,47.051910,
18,47.060890,47.061070,47.061070,47.061070,47.061070,47.061070,47.061070,47.061070,47.061070,47.061070,47.061070,
