 Node ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,
1,47.210170,47.210340,47.210340,47.210340,47.210340,47.210340,47.210340,47.210340,47.210340,47.210340,47.210340,
2,47.216800,47.216980,47.216980,47.216980,47.216980,47.216980,47.216980,47.216980,47.216980,47.216980,47.216980,
3,47.228260,47.228440,47.228440,47.228440,47.228440,47.228440,47.228440,47.228440,47.228440,47.228440,47.228440,
4,47.206870,47.207050,47.207050,47.207050,47.207050,47.207050,47.207050,47.207050,47.207050,47.207050,47.207050,
5,47.163350,47.163530,47.163530,47.163530,47.163530,47.163530,47.163530,47.163530,47.163530,47.163530,47.163530,
6,47.094060,47.094230,47.094230,47.094230,47.094230,47.094230,47.094230,47.094230,47.094230,47.094230,47.094230,
7,47.077400,47.077570,47.077570,47.077570,47.077570,47.077570,47.077570,47.077570,47.077570,47.077570,47.077570,
8,47.086700,47.086880,47.086880,47.086880,47.086880,47.086880,47.086880,47.086880,47.086880,47.086880,47.086880,
9,47.074680,47.074850,47.074850,47.074850,47.074850,47.074850,47.074850,47.074850,47.074850,47.074850,47.074850,
10,47.073160,47.073330,47.073330,47.073330,47.073330,47.073330,47.073330,47.073330,47.073330,47.073330,47.073330,
11,47.067830,47.068010,47.068010,47.068010,47.068010,47.068010,47.068010,47.068010,47.068010,47.068010,47.068010,
12,47.066310,47.066490,47.066490,47.066490,47.066490,47.066490,47.066490,47.066490,47.066490,47.066490,47.066490,
13,50.207300,50.207490,50.207490,50.207490,50.207490,50.207490,50.207490,50.207490,50.207490,50.207490,50.207490,
14,47.064040,47.064220,47.064220,47.064220,47.064220,47.064220,47.064220,47.064220,47.064220,47.064220,47.064220,
15,47.062020,47.062190,47.062190,47.062190,47.062190,47.062190,47.062190,47.062190,47.062190,47.062190,47.062190,
16,47.050550,47.050720,47.050720,47.050720,47.050720,47.050720,47.050720,47.050720,47.050720,47.050720,47.050720,
17,47.050800,47.050980,47.050980,47.050980,47.050980,47.050980,47.050980,47.050980,47.050980,47.050980,47.050980,
18,47.059960,47.060130,47.060130,47.060130,47.060130,47.060130,47.060130,47.060130,47.060130,47.060130,47.060130,
19,47.064160,47.064330,47.064330,47.064330,47.064330,47.064330,47.064330,47.064330,47.064330,47.064330,47.064330,
20,47.072990,47.073170,47.073170,47.073170,47.073170,47.073170,47.073170,47.073170,47.073170,47.073170,47.073170,
21,47.073570,47.073750,47.073750,47.073750,47.073750,47.073750,47.073750,47.073750,47.073750,47.073750,47.073750,
22,47.076260,47.076440,47.076440,47.076440,47.076440,47.076440,47.076440,47.076440,47.076440,47.076440,47.076440,
23,47.091150,47.091320,47.091320,47.091320,47.091320,47.091320,47.091320,47.091320,47.091320,47.091320,47.091320,
24,47.101810,47.101980,47.101980,47.101980,47.101980,47.101980,47.101980,47.101980,47.101980,47.101980,47.101980,
25,47.141620,47.141800,47.141800,47.141800,47.141800,47.141800,47.141800,47.141800,47.141800,47.141800,47.141800,
26,47.218090,47.218260,47.218260,47.218260,47.218260,47.218260,47.218260,47.218260,47.218260,47.218260,47.218260,
27,47.308110,47.308290,47.308290,47.308290,47.308290,47.308290,47.308290,47.308290,47.308290,47.308290,47.308290,
28,47.601160,47.601340,47.601340,47.601340,47.601340,47.601340,47.601340,47.601340,47.601340,47.601340,47.601340,
29,48.018870,48.019040,48.019040,48.019040,48.019040,48.019040,48.019040,48.019040,48.019040,48.019040,48.019040,
30,48.222450,48.222630,48.222630,48.222630,48.222630,48.222630,48.222630,48.222630,48.222630,48.222630,48.222630,
31,47.955940,47.956120,47.956120,47.956120,47.956120,47.956120,47.956120,47.956120,47.956120,47.956120,47.956120,
32,47.388130,47.388300,47.388300,47.388300,47.388300,47.388300,47.388300,47.388300,47.388300,47.388300,47.388300,
